시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 논현동,다가구,421.48,205.9,11~20,"150,000",1993,봉은사로11길
 서울특별시 강남구 논현동,다가구,543.43,229.6,11~20,"105,000",1995,언주로138길
 서울특별시 강남구 논현동,다가구,604.78,330.7,21~31,"239,000",1998,선릉로127길
 서울특별시 강남구 논현동,단독,114.55,165.7,11~20,"70,000",1975,학동로18길
 서울특별시 강남구 논현동,단독,234.82,198,1~10,"115,000",1987,봉은사로33길
 서울특별시 강남구 삼성동,단독,36.2,67.4,21~31,"52,000",1979,테헤란로81길
 서울특별시 강남구 삼성동,단독,145.95,212.7,11~20,"131,815",1978,테헤란로79길
 서울특별시 강남구 세곡동,단독,198.1,249,21~31,"80,000",1983,헌릉로645길
 서울특별시 강남구 신사동,단독,99.34,105.1,21~31,"65,000",1978,도산대로35길
 서울특별시 강남구 역삼동,다가구,658.4,340.6,1~10,"185,000",1995,논현로102길
 서울특별시 강남구 일원동,다가구,329.95,229.1,11~20,"168,000",1994,광평로7길
 서울특별시 강남구 자곡동,단독,199.36,305,1~10,"148,000",1987,자곡로7길
 서울특별시 강남구 청담동,다가구,502.08,219.5,21~31,"165,000",1991,도산대로100길
 서울특별시 강동구 고덕동,다가구,247.41,187,1~10,"86,500",1986,고덕로83길
 서울특별시 강동구 고덕동,단독,294.83,183.5,11~20,"86,300",1987,아리수로72길
 서울특별시 강동구 고덕동,단독,248.07,192.8,11~20,"121,200",1985,상일로
 서울특별시 강동구 길동,다가구,151.8,101.1,1~10,"32,700",1986,양재대로126길
 서울특별시 강동구 길동,다가구,249.9,173.5,11~20,"50,000",1990,천중로49가길
 서울특별시 강동구 길동,다가구,405.9,186.4,11~20,"72,200",1993,양재대로128길
 서울특별시 강동구 길동,다가구,513.48,249.8,21~31,"86,000",1996,양재대로122가길
 서울특별시 강동구 길동,단독,158.1,100.5,11~20,"28,880",1987,진황도로43길
 서울특별시 강동구 길동,단독,201.33,151.1,21~31,"47,500",1987,양재대로116길
 서울특별시 강동구 길동,단독,201.33,151.1,21~31,"46,700",1987,양재대로116길
 서울특별시 강동구 길동,단독,134.84,158.3,21~31,"38,000",1982,명일로27길
 서울특별시 강동구 길동,단독,246.51,176.4,1~10,"63,500",1988,명일로18길
 서울특별시 강동구 길동,단독,122.99,469.6,11~20,"156,200",1985,천중로54길
 서울특별시 강동구 둔촌동,단독,249.18,214,11~20,"58,500",1989,명일로10길
 서울특별시 강동구 명일동,다가구,249.21,158,11~20,"51,500",1993,양재대로136길
 서울특별시 강동구 명일동,단독,78.11,52.5,21~31,"11,000",2001,
 서울특별시 강동구 명일동,단독,207.36,140.3,11~20,"49,500",1987,천중로51길
 서울특별시 강동구 명일동,단독,255.98,176.4,21~31,"84,000",1982,양재대로136길
 서울특별시 강동구 상일동,단독,249.48,181.9,11~20,"67,000",1986,천호대로219나길
 서울특별시 강동구 상일동,단독,247.35,192.2,1~10,"60,000",1988,천호대로219길
 서울특별시 강동구 성내동,다가구,337.95,158.9,11~20,"85,200",2003,풍성로45길
 서울특별시 강동구 성내동,다가구,216.92,165.8,21~31,"45,000",1979,강동대로51길
 서울특별시 강동구 성내동,다가구,599.04,250.1,21~31,"112,500",1997,성내로6가길
 서울특별시 강동구 성내동,단독,150.73,102,21~31,"40,000",1987,천호대로168나길
 서울특별시 강동구 성내동,단독,141.69,116,21~31,"42,000",1976,천호대로168나길
 서울특별시 강동구 성내동,단독,247.41,168.6,1~10,"50,500",1988,양재대로91길
 서울특별시 강동구 성내동,단독,203.71,173.5,21~31,"45,500",1979,양재대로
 서울특별시 강동구 성내동,단독,201.42,188.3,11~20,"47,500",1983,
 서울특별시 강동구 암사동,단독,166.12,105.5,1~10,"30,600",1985,구천면로53길
 서울특별시 강동구 암사동,단독,171.99,115.5,21~31,"35,900",1985,상암로
 서울특별시 강동구 암사동,단독,183.39,121.9,1~10,"39,000",1985,상암로
 서울특별시 강동구 천호동,단독,40.66,90,11~20,"38,000",1967,구천면로28길
 서울특별시 강동구 천호동,단독,125.2,95.4,21~31,"31,000",1985,천중로5길
 서울특별시 강동구 천호동,단독,46.38,99,11~20,"48,000",1969,올림픽로71길
 서울특별시 강동구 천호동,단독,159.72,105.8,11~20,"35,000",1985,상암로41나길
 서울특별시 강동구 천호동,단독,106.15,106,11~20,"41,600",1975,구천면로33길
