시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 개포동,단독,278.91,188.6,11~20,"125,000",1989,개포로31길
 서울특별시 강남구 논현동,다가구,313.23,211.7,11~20,"146,000",1988,도산대로34길
 서울특별시 강남구 논현동,다가구,539.34,239.4,21~31,"191,500",1996,학동로30길
 서울특별시 강남구 논현동,다가구,332.6,240.9,21~31,"143,581",1990,봉은사로1길
 서울특별시 강남구 논현동,다가구,274.74,263.5,11~20,"172,500",0,학동로12길
 서울특별시 강남구 대치동,다가구,573.04,201.1,11~20,"249,000",1997,삼성로63길
 서울특별시 강남구 신사동,다가구,345.17,158.1,1~10,"180,000",1997,논현로159길
 서울특별시 강남구 일원동,단독,249.87,203.9,11~20,"112,500",1987,일원로5길
 서울특별시 강남구 청담동,단독,151.34,124.7,21~31,"206,000",1975,도산대로90길
 서울특별시 강남구 청담동,단독,155.27,169.1,21~31,"230,000",1976,
 서울특별시 강동구 길동,다가구,273.81,164.4,11~20,"75,000",1994,양재대로124길
 서울특별시 강동구 둔촌동,단독,197.55,165.7,1~10,"65,000",1984,명일로
 서울특별시 강동구 명일동,단독,127.8,264,11~20,"112,000",1978,양재대로141길
 서울특별시 강동구 성내동,다가구,418.84,191.2,21~31,"97,000",1991,양재대로103길
 서울특별시 강동구 성내동,단독,146.57,109,1~10,"43,000",1988,천호대로162길
 서울특별시 강동구 암사동,단독,196.71,131.4,11~20,"59,100",1989,고덕로20가길
 서울특별시 강동구 암사동,단독,289.88,163.9,21~31,"67,500",1980,고덕로23길
 서울특별시 강동구 암사동,단독,163.44,166.4,21~31,"69,000",1980,
 서울특별시 강동구 천호동,단독,216.48,139,1~10,"40,000",1994,진황도로27다길
 서울특별시 강동구 천호동,단독,158.68,192,21~31,"57,000",1973,천중로27길
 서울특별시 강북구 미아동,다가구,180.03,116,11~20,"47,000",0,솔샘로64길
 서울특별시 강북구 미아동,다가구,239.98,139.5,21~31,"61,000",1990,도봉로55길
 서울특별시 강북구 미아동,단독,19.83,30,1~10,"9,500",0,삼양로68가길
 서울특별시 강북구 미아동,단독,38.09,73,1~10,"24,000",0,숭인로5길
