시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 개포동,단독,248.07,216.7,11~20,"130,000",1987,개포로21길
 서울특별시 강남구 논현동,다가구,429.27,202.2,21~30,"255,000",1996,봉은사로51길
 서울특별시 강남구 논현동,다가구,473.47,216.2,1~10,"210,000",1997,학동로26길
 서울특별시 강남구 논현동,다가구,656.36,232.9,1~10,"352,500",2003,강남대로118길
 서울특별시 강남구 논현동,다가구,538.72,254.6,11~20,"254,000",1996,도산대로8길
 서울특별시 강남구 논현동,다가구,570.94,293.7,21~30,"200,000",1996,논현로149길
 서울특별시 강남구 논현동,단독,254.14,396.3,1~10,"320,000",1985,선릉로115길
 서울특별시 강남구 논현동,단독,325.46,430.4,21~30,"322,500",1983,선릉로115길
 서울특별시 강남구 논현동,단독,451.14,463.1,1~10,"360,000",1984,봉은사로43길
 서울특별시 강남구 논현동,단독,353.34,516.3,11~20,"457,000",1989,언주로126길
 서울특별시 강남구 논현동,단독,321.98,527.1,1~10,"340,000",1982,봉은사로51길
 서울특별시 강남구 대치동,다가구,164.16,111.5,1~10,"70,000",1987,도곡로93길
 서울특별시 강남구 도곡동,다가구,316.17,231.4,21~30,"215,000",1989,논현로26길
 서울특별시 강남구 삼성동,다가구,336.76,169.8,11~20,"199,000",1992,봉은사로74길
 서울특별시 강남구 삼성동,단독,269.62,271.6,11~20,"420,000",1979,봉은사로68길
 서울특별시 강남구 신사동,다가구,573.52,268.7,21~30,"339,000",1994,강남대로154길
 서울특별시 강남구 역삼동,다가구,432.68,198.2,21~30,"165,000",1992,도곡로13길
 서울특별시 강남구 역삼동,다가구,219.15,205.8,1~10,"146,000",1982,봉은사로24길
 서울특별시 강남구 역삼동,다가구,396.09,272.1,11~20,"230,000",2002,봉은사로20길
 서울특별시 강남구 역삼동,다가구,582.3,274.7,1~10,"214,000",1997,테헤란로19길
 서울특별시 강남구 일원동,단독,437.31,202.2,1~10,"159,700",1987,일원로3길
 서울특별시 강동구 고덕동,단독,292.68,208.6,21~30,"75,300",1987,아리수로64길
 서울특별시 강동구 고덕동,단독,441.3,221.9,1~10,"117,500",1989,아리수로64길
 서울특별시 강동구 길동,다가구,374.67,170.4,11~20,"117,500",1997,양재대로110길
 서울특별시 강동구 길동,다가구,364.92,222,11~20,"118,000",2008,천중로50길
 서울특별시 강동구 길동,단독,181.02,166.1,11~20,"65,100",1984,양재대로126길
 서울특별시 강동구 길동,단독,456.68,170.4,1~10,"111,000",1989,양재대로126길
 서울특별시 강동구 길동,단독,246.3,173.7,11~20,"100,000",1986,양재대로126길
 서울특별시 강동구 둔촌동,단독,217.1,141.5,21~30,"68,500",1986,진황도로
 서울특별시 강동구 명일동,다가구,328.62,169.3,21~30,"93,000",1993,양재대로136길
 서울특별시 강동구 명일동,단독,208.25,136.7,21~30,"74,500",1988,양재대로130길
 서울특별시 강동구 명일동,단독,204.47,139.4,21~30,"69,800",1984,상암로47길
 서울특별시 강동구 성내동,단독,86.95,57,11~20,"18,000",1991,천호대로168가길
