시군구,주택유형,연면적(㎡),대지면적(㎡),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 개포동,다가구,296.85,250.9,21~31,"155,000",1989,논현로12길
 서울특별시 강남구 개포동,단독,160.59,108.2,1~10,"78,500",1990,논현로18길
 서울특별시 강남구 개포동,단독,165.12,168.9,1~10,"115,000",1990,논현로6길
 서울특별시 강남구 개포동,단독,323.88,257.2,21~31,"181,000",1989,개포로26길
 서울특별시 강남구 논현동,다가구,534.72,249.7,1~10,"233,000",1995,논현로150길
 서울특별시 강남구 논현동,단독,401.23,193.8,21~31,"179,000",1997,논현로124길
 서울특별시 강남구 논현동,단독,401.23,193.8,21~31,"91,000",1997,논현로124길
 서울특별시 강남구 대치동,다가구,300.34,206.9,1~10,"165,000",1989,역삼로78길
 서울특별시 강남구 대치동,다가구,419.66,218.1,21~31,"175,960",1996,선릉로72길
 서울특별시 강남구 대치동,다가구,419.66,218.1,21~31,"175,000",1996,선릉로72길
 서울특별시 강남구 대치동,다가구,489.65,218.4,21~31,"185,000",2000,선릉로72길
 서울특별시 강남구 대치동,다가구,419.72,241.2,21~31,"175,000",1994,선릉로72길
 서울특별시 강남구 대치동,다가구,419.04,249.8,21~31,"175,000",1996,선릉로72길
 서울특별시 강남구 대치동,다가구,658.38,323.9,21~31,"215,000",1998,선릉로72길
 서울특별시 강남구 도곡동,다가구,629.85,286.1,1~10,"240,000",1995,강남대로54길
 서울특별시 강남구 세곡동,단독,131.1,336,1~10,"135,000",1983,헌릉로645길
 서울특별시 강남구 신사동,다가구,615.54,221.6,21~31,"368,000",1993,도산대로23길
 서울특별시 강남구 역삼동,다가구,486.72,203.3,1~10,"170,000",1997,논현로66길
 서울특별시 강남구 역삼동,다가구,478.32,212.1,11~20,"166,000",1994,언주로79길
 서울특별시 강남구 역삼동,다가구,264.06,242.9,21~31,"175,000",1990,언주로69길
 서울특별시 강남구 역삼동,단독,247.14,167.3,11~20,"115,000",1988,언주로108길
 서울특별시 강남구 역삼동,단독,267.53,290.1,11~20,"225,000",1985,봉은사로48길
 서울특별시 강남구 역삼동,단독,277.97,473.8,21~31,"345,000",1984,논현로106길
 서울특별시 강남구 일원동,단독,288.63,198.6,21~31,"112,000",1990,양재대로39길
 서울특별시 강남구 청담동,다가구,531.9,271.3,21~31,"385,000",1989,삼성로149길
 서울특별시 강동구 고덕동,단독,249.93,182.8,1~10,"77,000",1988,아리수로72길
 서울특별시 강동구 고덕동,단독,249.4,202,11~20,"83,000",1985,아리수로64길
 서울특별시 강동구 길동,다가구,292.11,184.7,1~10,"82,500",1997,천중로44길
 서울특별시 강동구 길동,다가구,629.01,228.2,1~10,"153,000",1991,진황도로47길
 서울특별시 강동구 길동,단독,245.64,158.5,11~20,"89,300",1989,명일로18길
 서울특별시 강동구 길동,단독,247.68,199.2,11~20,"89,000",1988,명일로27길
 서울특별시 강동구 둔촌동,다가구,636.67,300,11~20,"197,000",1984,동남로49길
 서울특별시 강동구 둔촌동,단독,185.8,109,11~20,"62,000",1988,풍성로63길
 서울특별시 강동구 둔촌동,단독,170.97,112,21~31,"53,000",1988,풍성로65길
 서울특별시 강동구 둔촌동,단독,329.87,165,11~20,"90,000",1991,진황도로61길
 서울특별시 강동구 명일동,단독,175.2,115.8,1~10,"68,250",1988,양재대로130길
 서울특별시 강동구 명일동,단독,189.81,123.3,1~10,"71,400",1988,양재대로122가길
 서울특별시 강동구 명일동,단독,330.81,156.3,11~20,"103,000",1988,양재대로136길
 서울특별시 강동구 명일동,단독,326.16,217.8,21~31,"105,000",1987,동남로65길
 서울특별시 강동구 명일동,단독,296.04,225.9,21~31,"92,000",1987,동남로65길
 서울특별시 강동구 명일동,단독,315.36,226.2,11~20,"100,800",1986,동남로65길
 서울특별시 강동구 성내동,다가구,66.52,63,11~20,"15,600",2014,천호대로162가길
 서울특별시 강동구 성내동,다가구,179.73,122,1~10,"55,000",1996,풍성로37가길
 서울특별시 강동구 성내동,다가구,285.7,126,11~20,"94,500",2001,풍성로37가길
 서울특별시 강동구 성내동,다가구,247.05,165.5,21~31,"103,000",1990,천호대로170길
 서울특별시 강동구 성내동,다가구,248.85,166,11~20,"80,300",1991,올림픽로58길
 서울특별시 강동구 성내동,다가구,419.93,179.5,21~31,"120,000",1996,양재대로91나길
 서울특별시 강동구 성내동,다가구,365.92,181,11~20,"93,500",1996,풍성로35길
 서울특별시 강동구 성내동,다가구,398.6,199.6,1~10,"176,000",2010,성안로13길
 서울특별시 강동구 성내동,다가구,310.73,232.1,21~31,"107,000",1996,천호대로170길
 서울특별시 강동구 성내동,단독,79.92,86,21~31,"17,000",1983,풍성로41길
 서울특별시 강동구 성내동,단독,160.58,99,11~20,"60,000",1990,풍성로41길
 서울특별시 강동구 성내동,단독,98.99,116,21~31,"55,000",1983,풍성로41길
 서울특별시 강동구 성내동,단독,185.75,119,1~10,"61,200",1989,올림픽로58길
 서울특별시 강동구 성내동,단독,209.55,129,11~20,"68,400",1988,강동대로55길
 서울특별시 강동구 성내동,단독,214.71,147,21~31,"68,000",1988,천호대로168나길
 서울특별시 강동구 성내동,단독,254.94,198,11~20,"102,500",1983,올림픽로58길
 서울특별시 강동구 암사동,다가구,236.37,118.2,1~10,"105,000",2012,고덕로24가길
 서울특별시 강동구 암사동,단독,126.98,86.5,1~10,"33,800",1988,고덕로20가길
 서울특별시 강동구 암사동,단독,92.76,96.1,21~31,"30,200",1979,고덕로20다길
 서울특별시 강동구 암사동,단독,164.31,112,1~10,"64,200",1989,암사18길
 서울특별시 강동구 암사동,단독,160.1,162.4,1~10,"89,800",1980,상암로4가길
 서울특별시 강동구 암사동,단독,249.84,165.6,1~10,"89,900",1988,상암로4가길
 서울특별시 강동구 암사동,단독,138.31,171.1,1~10,"80,500",1978,고덕로20마길
 서울특별시 강동구 암사동,단독,573.91,228.8,1~10,"138,000",1990,암사길
 서울특별시 강동구 암사동,단독,131.57,340,21~31,"89,500",1980,올림픽로112길
 서울특별시 강동구 천호동,다가구,181.17,113,21~31,"47,000",1991,천중로32길
 서울특별시 강동구 천호동,다가구,240.39,152.4,1~10,"58,500",1993,올림픽로77길
 서울특별시 강동구 천호동,다가구,193.55,169,11~20,"61,500",1982,올림픽로71길
 서울특별시 강동구 천호동,다가구,292.45,181,1~10,"100,000",1989,상암로41가길
 서울특별시 강동구 천호동,다가구,619.12,275.5,11~20,"152,000",1997,올림픽로81길
 서울특별시 강동구 천호동,다가구,438.61,337.4,1~10,"162,300",1981,천중로23길
 서울특별시 강동구 천호동,단독,164.61,122,1~10,"42,000",1987,구천면로25길
 서울특별시 강동구 천호동,단독,129.56,123.5,21~31,"56,700",1978,올림픽로87길
 서울특별시 강동구 천호동,단독,137.12,137.9,21~31,"60,000",1982,상암로
