시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 개포동,다가구,640.57,279.5,1~10,"192,000",1996,논현로18길
 서울특별시 강남구 대치동,다가구,281.82,215,11~20,"143,000",1983,삼성로76길
 서울특별시 강남구 삼성동,다가구,420.8,213.6,1~10,"190,000",1995,학동로56길
 서울특별시 강남구 신사동,다가구,419.44,182.5,1~10,"147,000",1997,논현로161길
 서울특별시 강남구 신사동,다가구,515.88,245.9,1~10,"217,000",1994,도산대로13길
 서울특별시 강남구 신사동,다가구,658.94,355.2,1~10,"250,000",1998,강남대로162길
 서울특별시 강남구 신사동,단독,148.01,107.9,1~10,"29,000",1987,도산대로19길
 서울특별시 강남구 청담동,단독,321.69,448.5,21~31,"800,000",1983,선릉로162길
 서울특별시 강동구 길동,다가구,166.38,112.1,21~31,"20,000",1980,천중로50길
 서울특별시 강동구 길동,단독,179.01,115.6,11~20,"41,800",1988,양재대로110길
 서울특별시 강동구 길동,단독,200.1,132.1,21~31,"33,000",1987,천중로50길
 서울특별시 강동구 길동,단독,216.69,176.7,21~31,"50,000",1980,천중로50길
 서울특별시 강동구 길동,단독,155.93,183.6,1~10,"47,000",1978,천호대로191길
 서울특별시 강동구 길동,단독,574.08,205.7,21~31,"88,000",1993,천호대로185길
 서울특별시 강동구 길동,단독,194.28,267.8,1~10,"69,500",1979,천중로48길
 서울특별시 강동구 둔촌동,다가구,480.63,202.8,11~20,"120,000",1982,
 서울특별시 강동구 둔촌동,단독,152.91,104,11~20,"32,000",1988,풍성로65길
 서울특별시 강동구 둔촌동,단독,203.64,132,1~10,"45,000",1990,진황도로61길
 서울특별시 강동구 둔촌동,단독,248.76,162.4,21~31,"42,500",1995,천호대로188길
 서울특별시 강동구 성내동,다가구,249.27,216.6,11~20,"70,000",1992,풍성로51길
 서울특별시 강동구 성내동,단독,162.66,109,21~31,"42,000",1987,천호옛길
 서울특별시 강동구 성내동,단독,175.79,112.6,11~20,"39,100",1985,양재대로91가길
 서울특별시 강동구 성내동,단독,81.16,119,21~31,"36,500",1974,풍성로37길
 서울특별시 강동구 성내동,단독,195.45,142,11~20,"68,400",1988,천호대로164길
 서울특별시 강동구 성내동,단독,181.2,166.3,1~10,"50,000",1983,
 서울특별시 강동구 성내동,단독,185.22,167.2,1~10,"55,500",1983,양재대로103길
 서울특별시 강동구 성내동,단독,178.11,181,21~31,"51,000",1982,성안로
 서울특별시 강동구 성내동,단독,202.14,190.2,1~10,"60,500",1983,양재대로103길
 서울특별시 강동구 암사동,단독,160.74,101.5,21~31,"33,700",1989,고덕로20가길
 서울특별시 강동구 암사동,단독,150.12,101.6,11~20,"33,400",1985,고덕로18길
 서울특별시 강동구 암사동,단독,160.65,108,1~10,"41,900",1986,암사18길
 서울특별시 강동구 암사동,단독,179.91,116.3,21~31,"35,750",1988,고덕로16길
 서울특별시 강동구 암사동,단독,247.14,168.6,11~20,"51,500",1985,고덕로24길
 서울특별시 강동구 암사동,단독,246.15,194.7,11~20,"48,290",1982,암사길
 서울특별시 강동구 암사동,단독,209.12,200.8,21~31,"85,000",1980,올림픽로93길
 서울특별시 강동구 천호동,다가구,194.05,132,1~10,"48,000",1989,성안로31길
 서울특별시 강동구 천호동,다가구,255.6,167,21~31,"55,000",1993,천중로29길
 서울특별시 강동구 천호동,다가구,368.49,168.3,21~31,"79,000",1994,올림픽로92길
 서울특별시 강동구 천호동,단독,112.04,83,21~31,"33,000",1997,진황도로25길
 서울특별시 강동구 천호동,단독,210.02,153.6,21~31,"44,000",1979,상암로
 서울특별시 강동구 천호동,단독,330.12,177,21~31,"73,000",1986,구천면로34길
 서울특별시 강동구 천호동,단독,177.12,178,1~10,"60,000",1983,양재대로127길
 서울특별시 강동구 천호동,단독,249.51,179,1~10,"135,000",1990,
 서울특별시 강동구 천호동,단독,210.02,179.4,21~31,"54,200",1979,상암로
 서울특별시 강동구 천호동,단독,249.46,221.5,11~20,"70,000",1981,양재대로123길
 서울특별시 강동구 천호동,단독,163.01,248.4,1~10,"61,000",1977,양재대로123길
 서울특별시 강동구 천호동,단독,178.19,279,11~20,"153,460",1970,
 서울특별시 강북구 미아동,다가구,144.3,76,1~10,"23,000",1992,도봉로51길
 서울특별시 강북구 미아동,다가구,132.9,83,1~10,"25,000",1994,삼양로54나길
 서울특별시 강북구 미아동,다가구,146.94,83,1~10,"17,500",1995,솔샘로
 서울특별시 강북구 미아동,다가구,149.76,92.9,11~20,"27,800",1990,솔매로45길
 서울특별시 강북구 미아동,다가구,163.18,94,21~31,"25,600",1992,솔샘로
 서울특별시 강북구 미아동,다가구,160.74,94.5,11~20,"34,500",1993,도봉로19길
 서울특별시 강북구 미아동,다가구,214.01,148.8,1~10,"43,000",1990,삼양로54마길
 서울특별시 강북구 미아동,단독,33.06,40,21~31,"15,450",1978,
 서울특별시 강북구 미아동,단독,26.51,46,21~31,"20,700",1957,
 서울특별시 강북구 미아동,단독,36.06,46,11~20,"16,000",1971,도봉로45길
 서울특별시 강북구 미아동,단독,38.76,46,1~10,"11,300",1985,삼양로64가길
 서울특별시 강북구 미아동,단독,28.56,52.9,1~10,"20,800",1985,도봉로28길
 서울특별시 강북구 미아동,단독,26.44,53,21~31,"21,760",1956,
 서울특별시 강북구 미아동,단독,41.85,56,1~10,"8,500",1978,인수봉로6길
 서울특별시 강북구 미아동,단독,38.07,57,11~20,"15,000",1986,솔매로
 서울특별시 강북구 미아동,단독,46.12,57,11~20,"10,200",1969,솔샘로35가길
 서울특별시 강북구 미아동,단독,72.15,63,1~10,"27,000",2002,솔매로31길
 서울특별시 강북구 미아동,단독,59.5,69,1~10,"20,000",1978,
 서울특별시 강북구 미아동,단독,44.63,79,1~10,"30,000",1969,
 서울특별시 강북구 미아동,단독,70.77,82,21~31,"20,000",1971,삼양로28길
 서울특별시 강북구 미아동,단독,152.06,82.6,1~10,"30,000",1970,덕릉로28길
 서울특별시 강북구 미아동,단독,57.65,83,1~10,"30,500",1968,
 서울특별시 강북구 미아동,단독,123.6,83,11~20,"36,000",1994,오패산로31길
 서울특별시 강북구 미아동,단독,126.75,84.3,11~20,"14,500",1992,도봉로45길
 서울특별시 강북구 미아동,단독,66.25,88.3,11~20,"24,200",1971,도봉로49길
 서울특별시 강북구 미아동,단독,225.55,88.6,21~31,"33,000",1989,
 서울특별시 강북구 미아동,단독,43.37,93,21~31,"28,000",1974,솔매로22가길
 서울특별시 강북구 미아동,단독,76.26,93,21~31,"23,500",1972,삼양로51길
 서울특별시 강북구 미아동,단독,105.26,98.8,21~31,"25,000",1968,덕릉로
 서울특별시 강북구 미아동,단독,53.72,99,1~10,"35,000",1969,
 서울특별시 강북구 미아동,단독,59.67,99,21~31,"34,700",1966,
 서울특별시 강북구 미아동,단독,64.29,99,1~10,"35,000",1969,
 서울특별시 강북구 미아동,단독,66.09,99,11~20,"30,000",1972,솔샘로
 서울특별시 강북구 미아동,단독,217.08,99.2,21~31,"36,000",1989,도봉로65길
 서울특별시 강북구 미아동,단독,79.54,100.8,1~10,"27,000",1970,도봉로45길
 서울특별시 강북구 미아동,단독,60.95,106,21~31,"29,900",1968,삼양로46가길
 서울특별시 강북구 미아동,단독,59.49,112,1~10,"34,000",1965,
 서울특별시 강북구 미아동,단독,9.92,116,21~31,"16,000",1978,솔샘로
 서울특별시 강북구 미아동,단독,164.06,116,1~10,"41,000",1991,솔샘로64가길
 서울특별시 강북구 미아동,단독,157.67,119,1~10,"35,600",1986,삼양로
 서울특별시 강북구 미아동,단독,133.1,123.3,11~20,"37,300",1973,도봉로55길
 서울특별시 강북구 미아동,단독,80.28,126,11~20,"27,500",1985,솔샘로35가길
 서울특별시 강북구 미아동,단독,185.22,129.3,21~31,"44,900",1983,도봉로23길
 서울특별시 강북구 미아동,단독,46.41,143,11~20,"17,000",1966,솔매로10길
 서울특별시 강북구 미아동,단독,158.68,144.5,11~20,"45,800",1975,도봉로27길
 서울특별시 강북구 미아동,단독,204,149,1~10,"44,500",1986,삼양로58길
 서울특별시 강북구 미아동,단독,46.64,152,1~10,"30,300",1972,솔매로17가길
 서울특별시 강북구 미아동,단독,143.9,157,1~10,"46,000",1972,도봉로26길
 서울특별시 강북구 미아동,단독,175.78,166,21~31,"50,000",1977,삼양로38길
