시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 개포동,다가구,247.68,168.9,21~31,"105,500",1990,논현로6길
 서울특별시 강남구 논현동,다가구,348.54,164.1,21~31,"162,000",0,학동로20길
 서울특별시 강남구 논현동,다가구,410.52,184.1,21~31,"170,000",2001,강남대로126길
 서울특별시 강남구 논현동,단독,415.35,506.5,21~31,"510,000",0,
 서울특별시 강남구 도곡동,단독,528.03,231.4,1~10,"201,000",0,논현로26길
 서울특별시 강남구 삼성동,단독,48.2,66.6,11~20,"57,000",0,테헤란로81길
 서울특별시 강남구 역삼동,다가구,749.14,250,1~10,"288,000",2000,논현로97길
 서울특별시 강남구 역삼동,다가구,786.27,324,1~10,"305,000",2001,테헤란로53길
 서울특별시 강남구 역삼동,단독,129.07,184.2,21~31,"117,000",1975,언주로69길
 서울특별시 강남구 일원동,단독,249.84,199.7,11~20,"118,500",1985,개포로118길
 서울특별시 강남구 청담동,다가구,455.91,225.4,1~10,"180,000",0,도산대로66길
 서울특별시 강남구 청담동,단독,131.5,200.4,11~20,"127,300",1978,도산대로99길
 서울특별시 강남구 청담동,단독,185.95,253.5,21~31,"329,000",0,도산대로90길
 서울특별시 강동구 고덕동,다가구,292.8,219.1,21~31,"120,000",0,
 서울특별시 강동구 고덕동,다가구,345.28,220,21~31,"105,000",0,
 서울특별시 강동구 길동,다가구,416.26,189.7,21~31,"102,500",1995,천호대로185길
 서울특별시 강동구 길동,다가구,419.36,197.6,11~20,"106,500",0,천호대로185길
 서울특별시 강동구 길동,다가구,480.28,210,11~20,"119,700",1997,천호대로191길
 서울특별시 강동구 길동,다가구,451.9,213.2,11~20,"133,000",0,양재대로110길
 서울특별시 강동구 길동,다가구,627,228.7,1~10,"139,500",0,명일로
 서울특별시 강동구 길동,단독,167.76,112.5,21~31,"55,000",0,양재대로128길
 서울특별시 강동구 길동,단독,248.22,194.8,11~20,"92,000",0,천중로49가길
 서울특별시 강동구 둔촌동,다가구,221.93,169,11~20,"69,500",0,진황도로61길
 서울특별시 강동구 둔촌동,단독,69.32,100,21~31,"46,000",1975,양재대로102가길
 서울특별시 강동구 둔촌동,단독,203.04,135.8,21~31,"53,300",0,명일로
 서울특별시 강동구 둔촌동,단독,249.99,234,21~31,"87,000",0,천호대로188길
 서울특별시 강동구 명일동,단독,369.71,176.1,1~10,"103,000",0,양재대로134길
 서울특별시 강동구 상일동,단독,249.12,219.4,21~31,"90,000",0,상암로81길
 서울특별시 강동구 성내동,다가구,285.08,165.8,11~20,"95,300",0,풍성로52길
