시군구,주택유형,연면적(㎡),대지면적(㎡),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 개포동,다가구,166.24,117.1,11~20,"101,000",1988,개포로25길
 서울특별시 강남구 개포동,다가구,173.01,117.1,11~20,"100,000",1988,개포로25길
 서울특별시 강남구 개포동,단독,172.95,116.9,21~30,"91,229",1988,개포로31길
 서울특별시 강남구 개포동,단독,196.9,130,21~30,"101,459",1988,개포로31길
 서울특별시 강남구 개포동,단독,247.05,174.1,11~20,"121,000",1988,논현로18길
 서울특별시 강남구 논현동,단독,315.42,154.8,1~10,"155,000",1993,강남대로124길
 서울특별시 강남구 논현동,단독,398.3,181.8,21~30,"89,700",2002,강남대로122길
 서울특별시 강남구 논현동,단독,301.98,235.1,1~10,"225,000",1987,선릉로135길
 서울특별시 강남구 대치동,다가구,536.03,256.9,1~10,"296,000",1996,도곡로63길
 서울특별시 강남구 대치동,다가구,463.6,279.8,1~10,"284,000",1989,삼성로63길
 서울특별시 강남구 대치동,단독,1279.2,354.2,21~30,"700,000",2003,삼성로63길
 서울특별시 강남구 삼성동,단독,401.27,248.3,1~10,"250,000",2000,선릉로120길
 서울특별시 강남구 수서동,단독,199.26,325,11~20,"295,000",1991,광평로46길
 서울특별시 강남구 신사동,단독,239.05,351.3,1~10,"430,000",1976,도산대로25길
 서울특별시 강남구 역삼동,다가구,466.42,211.4,21~30,"195,000",2002,테헤란로14길
 서울특별시 강남구 역삼동,다가구,467.38,222,11~20,"210,000",1998,논현로70길
 서울특별시 강남구 역삼동,다가구,600.7,250.7,1~10,"273,000",1995,테헤란로8길
 서울특별시 강남구 역삼동,다가구,629.44,272.5,21~30,"237,500",1997,논현로97길
 서울특별시 강남구 역삼동,다가구,659.95,333.7,11~20,"302,000",1997,역삼로38길
 서울특별시 강남구 역삼동,단독,144.17,126.3,1~10,"109,000",1978,도곡로5길
 서울특별시 강남구 역삼동,단독,438.26,183.8,21~30,"185,000",1997,테헤란로39길
 서울특별시 강남구 역삼동,단독,325.29,257.7,11~20,"234,000",1989,역삼로11길
 서울특별시 강남구 역삼동,단독,324.51,291.8,1~10,"210,000",1983,봉은사로38길
 서울특별시 강남구 역삼동,단독,163.08,292.3,11~20,"260,000",1979,테헤란로5길
 서울특별시 강남구 역삼동,단독,316.14,332.5,11~20,"245,000",1990,봉은사로48길
 서울특별시 강남구 역삼동,단독,66.12,338.5,11~20,"288,000",1973,역삼로38길
 서울특별시 강남구 율현동,다가구,301.1,323,11~20,"135,000",1989,밤고개로24길
 서울특별시 강남구 일원동,다가구,381.84,197.9,1~10,"149,000",1988,일원로5길
 서울특별시 강남구 일원동,다가구,249.85,198.7,11~20,"110,000",1986,개포로130길
 서울특별시 강남구 일원동,다가구,249.84,199.7,11~20,"120,000",1985,개포로118길
 서울특별시 강남구 일원동,다가구,335.87,233.2,1~10,"160,000",1986,일원로5길
 서울특별시 강남구 일원동,다가구,327.21,233.5,21~30,"140,000",1994,광평로1길
 서울특별시 강남구 자곡동,단독,199.26,306,1~10,"180,000",1989,자곡로7길
 서울특별시 강남구 청담동,다가구,407.62,208.2,1~10,"300,000",1998,도산대로78길
 서울특별시 강남구 청담동,다가구,393.17,263.4,21~30,"245,000",1995,삼성로147길
 서울특별시 강남구 청담동,단독,249.75,173.4,11~20,"152,000",1988,삼성로135길
 서울특별시 강동구 고덕동,다가구,287.22,153.3,21~30,"80,000",1990,동남로82길
 서울특별시 강동구 고덕동,다가구,246.15,177.7,11~20,"85,000",1989,아리수로74길
 서울특별시 강동구 고덕동,다가구,330.83,182.9,21~30,"110,000",1988,아리수로
 서울특별시 강동구 고덕동,단독,250.56,165.6,11~20,"81,000",1987,상일로23길
 서울특별시 강동구 고덕동,단독,245.16,180.7,21~30,"84,000",1988,아리수로72길
 서울특별시 강동구 고덕동,단독,249.93,186,1~10,"89,400",1987,상일로21길
 서울특별시 강동구 고덕동,단독,247.32,186.6,21~30,"94,500",1987,아리수로74길
 서울특별시 강동구 고덕동,단독,248.77,186.6,11~20,"86,000",1987,상일로25길
 서울특별시 강동구 고덕동,단독,246.96,187.9,21~30,"83,000",1986,고덕로83길
 서울특별시 강동구 고덕동,단독,246.24,190.4,11~20,"85,000",1986,아리수로82길
 서울특별시 강동구 고덕동,단독,201.16,192.4,1~10,"79,000",1987,아리수로74길
 서울특별시 강동구 고덕동,단독,365.93,193,1~10,"120,000",1988,고덕로83길
 서울특별시 강동구 고덕동,단독,418.8,197.6,21~30,"125,000",1987,아리수로76길
 서울특별시 강동구 고덕동,단독,249.36,222.8,11~20,"120,000",1985,상일로19길
 서울특별시 강동구 고덕동,단독,278.54,227.5,11~20,"105,000",1985,아리수로64길
 서울특별시 강동구 길동,다가구,657.96,354,21~30,"180,000",1995,천중로38길
 서울특별시 강동구 길동,단독,207.21,141,21~30,"59,700",1989,천중로50길
 서울특별시 강동구 길동,단독,161.82,154.1,11~20,"78,500",1983,양재대로114길
 서울특별시 강동구 길동,단독,173.92,170.9,21~30,"135,500",1982,양재대로116길
 서울특별시 강동구 둔촌동,단독,163.71,112,11~20,"80,000",1988,풍성로65길
 서울특별시 강동구 둔촌동,단독,215.93,142,11~20,"75,250",1994,풍성로65길
