시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 논현동,다가구,473.32,232.9,1~10,"140,000",2001,논현로121길
 서울특별시 강남구 논현동,다가구,518.51,250.5,11~20,"155,000",1997,강남대로126길
 서울특별시 강남구 논현동,단독,313.23,211.7,11~20,"103,000",1988,도산대로34길
 서울특별시 강남구 논현동,단독,243.14,504,21~31,"300,000",1977,
 서울특별시 강남구 대치동,다가구,250.67,179.2,11~20,"79,000",1990,영동대로65길
 서울특별시 강남구 대치동,다가구,424.16,184.7,21~31,"123,000",2001,삼성로63길
 서울특별시 강남구 삼성동,단독,192.34,241.2,1~10,"285,000",1975,봉은사로
 서울특별시 강남구 역삼동,다가구,450.36,209.8,11~20,"113,000",1995,언주로67길
 서울특별시 강남구 역삼동,다가구,393.94,217.3,11~20,"146,500",1993,역삼로5길
 서울특별시 강남구 자곡동,단독,199.1,313,11~20,"158,000",1992,
 서울특별시 강남구 청담동,단독,213.48,183.9,11~20,"85,000",1979,도산대로78길
 서울특별시 강동구 길동,다가구,374.67,170.4,21~31,"79,200",1997,양재대로110길
 서울특별시 강동구 길동,단독,312.75,183.4,21~31,"60,000",1993,천중로56길
 서울특별시 강동구 명일동,다가구,260.99,159,21~31,"69,000",2003,고덕로38길
 서울특별시 강동구 명일동,다가구,579.72,268,21~31,"116,500",1995,양재대로145길
 서울특별시 강동구 상일동,단독,54.45,96,1~10,"42,500",1976,천호대로221길
 서울특별시 강동구 상일동,단독,320.25,221.1,21~31,"82,800",1985,상암로81길
 서울특별시 강동구 성내동,다가구,385.58,171.9,11~20,"76,500",1996,양재대로97길
 서울특별시 강동구 성내동,다가구,344.62,228,21~31,"89,000",2004,성안로
 서울특별시 강동구 성내동,단독,202.61,137.6,11~20,"45,000",1988,양재대로87길
 서울특별시 강동구 성내동,단독,232.37,149,21~31,"46,400",1990,천호대로162가길
 서울특별시 강동구 성내동,단독,168.17,168.6,11~20,"51,000",1982,양재대로101길
 서울특별시 강동구 성내동,단독,170.24,170.6,1~10,"42,500",1981,풍성로52길
 서울특별시 강동구 성내동,단독,310.88,192,11~20,"62,000",1991,천호대로168나길
 서울특별시 강동구 성내동,단독,263.3,195,21~31,"70,780",1983,성안로13길
 서울특별시 강동구 성내동,단독,473.18,214.2,11~20,"79,500",1995,양재대로97길
 서울특별시 강동구 성내동,단독,167.93,214.93,11~20,"65,000",1982,양재대로101길
 서울특별시 강동구 암사동,다가구,298.66,228.1,11~20,"68,400",1994,
 서울특별시 강동구 암사동,단독,156.57,100,21~31,"37,500",1990,고덕로8길
 서울특별시 강동구 암사동,단독,195.05,129.8,11~20,"44,000",1987,
 서울특별시 강동구 암사동,단독,195.8,191.8,1~10,"59,500",1983,상암로17길
 서울특별시 강동구 암사동,단독,202.78,221.6,21~31,"44,250",1979,고덕로19길
 서울특별시 강동구 천호동,다가구,170.7,116,1~10,"50,000",1987,성안로27길
 서울특별시 강동구 천호동,다가구,198.64,116,21~31,"41,500",1991,
 서울특별시 강동구 천호동,다가구,141.49,142,21~31,"57,000",1974,구천면로29길
 서울특별시 강동구 천호동,다가구,317.24,142,21~31,"47,000",2002,구천면로40길
 서울특별시 강동구 천호동,단독,161.67,109,21~31,"39,000",1988,천중로
 서울특별시 강동구 천호동,단독,190,112,21~31,"42,600",1991,구천면로34길
 서울특별시 강동구 천호동,단독,178.2,119,1~10,"27,000",1984,구천면로64길
 서울특별시 강동구 천호동,단독,201.55,131.9,21~31,"40,500",1987,상암로
 서울특별시 강동구 천호동,단독,144.96,132.2,11~20,"40,800",1983,천중로15가길
 서울특별시 강동구 천호동,단독,117.48,159,11~20,"72,000",1974,구천면로18길
 서울특별시 강동구 천호동,단독,324.08,170,21~31,"80,500",1988,성안로31길
 서울특별시 강동구 천호동,단독,356.94,201,11~20,"68,500",1990,상암로27가길
 서울특별시 강북구 미아동,다가구,116.4,72.4,1~10,"22,000",1993,도봉로53길
 서울특별시 강북구 미아동,다가구,116.28,79,1~10,"23,500",1993,도봉로61길
 서울특별시 강북구 미아동,다가구,119.86,89.3,21~31,"31,500",1994,솔매로35길
 서울특별시 강북구 미아동,다가구,164.82,93,11~20,"28,000",1991,도봉로28가길
 서울특별시 강북구 미아동,다가구,314.01,212,21~31,"58,000",1991,인수봉로6가길
 서울특별시 강북구 미아동,단독,15.43,36,11~20,"15,000",1985,
 서울특별시 강북구 미아동,단독,30.91,43,11~20,"14,500",1969,
 서울특별시 강북구 미아동,단독,33.74,43,21~31,"11,500",1985,삼양로63길
 서울특별시 강북구 미아동,단독,35.44,50,11~20,"13,000",1985,삼양로64가길
 서울특별시 강북구 미아동,단독,39.99,60,11~20,"12,700",1985,삼양로64가길
 서울특별시 강북구 미아동,단독,45.09,63,1~10,"23,800",1970,
 서울특별시 강북구 미아동,단독,57.39,73,21~31,"25,400",1971,
 서울특별시 강북구 미아동,단독,65.09,76,11~20,"31,500",1969,
 서울특별시 강북구 미아동,단독,122.45,79,1~10,"23,000",1994,오현로
 서울특별시 강북구 미아동,단독,49.69,79.3,11~20,"17,000",1969,도봉로27길
 서울특별시 강북구 미아동,단독,57.77,83,21~31,"28,000",1985,숭인로7길
 서울특별시 강북구 미아동,단독,47.54,85,1~10,"33,000",1968,솔샘로64다길
 서울특별시 강북구 미아동,단독,78.9,85.6,1~10,"21,600",1968,덕릉로32길
 서울특별시 강북구 미아동,단독,37.42,86,21~31,"39,000",1973,삼양로24길
 서울특별시 강북구 미아동,단독,67.5,86,11~20,"33,000",1970,
 서울특별시 강북구 미아동,단독,69.88,91.2,21~31,"19,000",1970,도봉로61길
 서울특별시 강북구 미아동,단독,33.88,93,21~31,"32,800",1971,
 서울특별시 강북구 미아동,단독,46.61,93,21~31,"28,000",1967,
 서울특별시 강북구 미아동,단독,54.41,93,21~31,"34,000",1969,
 서울특별시 강북구 미아동,단독,71.18,93,1~10,"34,600",1968,솔샘로64다길
 서울특별시 강북구 미아동,단독,42.31,96,1~10,"22,100",1966,삼양로41길
 서울특별시 강북구 미아동,단독,71.34,96,21~31,"33,000",1971,
 서울특별시 강북구 미아동,단독,155.1,96,21~31,"35,650",1994,삼양로16길
 서울특별시 강북구 미아동,단독,49.95,102,1~10,"33,300",1969,
 서울특별시 강북구 미아동,단독,184,105.1,21~31,"32,000",1993,덕릉로30길
 서울특별시 강북구 미아동,단독,63.85,106,11~20,"36,300",1985,
 서울특별시 강북구 미아동,단독,79.86,107.4,1~10,"31,000",1968,도봉로49길
 서울특별시 강북구 미아동,단독,50.81,109,1~10,"33,500",1965,
 서울특별시 강북구 미아동,단독,70.61,119,11~20,"34,000",1976,
 서울특별시 강북구 미아동,단독,462.2,235,21~31,"59,500",1985,인수봉로6길
 서울특별시 강북구 미아동,단독,112.2,275,1~10,"51,000",1971,솔매로10길
 서울특별시 강북구 번동,다가구,127.78,83.3,1~10,"20,000",1987,
 서울특별시 강북구 번동,다가구,149.91,97.2,21~31,"25,000",1993,도봉로96다길
 서울특별시 강북구 번동,다가구,192.15,149,1~10,"29,500",1993,덕릉로40라길
 서울특별시 강북구 번동,단독,42.97,56.5,1~10,"11,500",1970,한천로124길
 서울특별시 강북구 번동,단독,52.46,109.1,11~20,"22,700",1969,한천로132길
 서울특별시 강북구 번동,단독,295.04,114.7,21~31,"52,000",2006,오패산로77길
 서울특별시 강북구 번동,단독,149.52,126,1~10,"22,800",1992,오현로31길
 서울특별시 강북구 수유동,다가구,184.13,109,1~10,"30,000",1993,인수봉로62나길
 서울특별시 강북구 수유동,다가구,159.48,112.4,1~10,"29,000",1989,한천로144길
