시군구,주택유형,연면적(㎡),대지면적(㎡),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강동구 길동,단독,189.2,255.3,21~28,"146,718",1983,천중로40길
 서울특별시 강동구 길동,단독,281.77,256.3,21~28,"178,319",1983,천중로40길
 서울특별시 강동구 둔촌동,단독,164.27,102,21~28,"48,000",1989,양재대로102가길
 서울특별시 강동구 둔촌동,단독,288,145,11~20,"88,000",1988,풍성로67길
 서울특별시 강동구 둔촌동,단독,207.51,184.6,11~20,"67,200",1978,양재대로
 서울특별시 강동구 성내동,다가구,270.97,165.2,1~10,"96,250",1999,성안로3길
 서울특별시 강동구 성내동,다가구,343.44,238,1~10,"138,000",1994,올림픽로62길
 서울특별시 강동구 성내동,단독,167.34,112,21~28,"54,400",1987,풍성로37가길
 서울특별시 강동구 성내동,단독,157.41,116,21~28,"70,000",1987,풍성로37길
 서울특별시 강동구 성내동,단독,194.8,129,1~10,"58,100",1989,천호옛10길
 서울특별시 강동구 성내동,단독,90.68,132,1~10,"78,000",1975,풍성로37길
 서울특별시 강동구 성내동,단독,90.68,132,1~10,"78,000",1975,풍성로37길
 서울특별시 강동구 성내동,단독,200.49,136,21~28,"65,250",1985,풍성로37길
 서울특별시 강동구 성내동,단독,245.54,161,21~28,"77,000",1989,풍성로37가길
 서울특별시 강동구 성내동,단독,291.85,175.8,1~10,"161,000",2014,
 서울특별시 강동구 성내동,단독,152.92,196,11~20,"81,700",1978,올림픽로58길
 서울특별시 강동구 성내동,단독,319.12,281,11~20,"78,300",1983,풍성로42길
 서울특별시 강동구 암사동,다가구,223.05,111.6,21~28,"99,500",2011,고덕로20길
 서울특별시 강동구 암사동,다가구,284.55,126.1,1~10,"76,000",1994,고덕로20길
 서울특별시 강동구 암사동,단독,137.58,92,21~28,"47,000",1985,구천면로57길
 서울특별시 강동구 암사동,단독,137.58,92,21~28,"47,000",1985,구천면로59길
 서울특별시 강동구 암사동,단독,177.9,119,11~20,"46,800",1989,구천면로57길
 서울특별시 강동구 암사동,단독,183.6,119.8,1~10,"51,400",1987,상암로
 서울특별시 강동구 암사동,단독,182.79,123.5,1~10,"53,000",1987,상암로
 서울특별시 강동구 암사동,단독,183.06,125.2,1~10,"68,000",1985,고덕로20길
 서울특별시 강동구 암사동,단독,165.95,331,11~20,"130,000",1996,아리수로25나길
 서울특별시 강동구 암사동,단독,131.57,349,11~20,"85,000",1989,올림픽로112길
 서울특별시 강동구 천호동,단독,34.48,58.1,21~28,"30,250",1971,구천면로68나길
 서울특별시 강동구 천호동,단독,83.7,73.4,21~28,"38,400",1983,상암로41길
 서울특별시 강동구 천호동,단독,167.29,112,21~28,"51,000",1988,천중로
 서울특별시 강동구 천호동,단독,167.4,112,11~20,"57,200",1986,구천면로64길
 서울특별시 강동구 천호동,단독,167.58,112,1~10,"53,400",1985,구천면로50길
 서울특별시 강동구 천호동,단독,170.7,112,11~20,"51,850",1989,구천면로50길
 서울특별시 강동구 천호동,단독,180.36,119,11~20,"52,200",1989,구천면로60길
 서울특별시 강동구 천호동,단독,137.12,137.9,1~10,"66,000",1982,상암로
 서울특별시 강동구 천호동,단독,231.52,145.9,1~10,"58,000",1992,올림픽로77길
 서울특별시 강동구 천호동,단독,154.44,146.7,21~28,"76,600",1983,상암로41길
 서울특별시 강동구 천호동,단독,191.68,163,21~28,"80,300",1994,상암로27길
 서울특별시 강동구 천호동,단독,180.24,165,1~10,"78,000",1983,구천면로42길
 서울특별시 강동구 천호동,단독,180.24,166,1~10,"80,000",1983,상암로
 서울특별시 강동구 천호동,단독,145.75,186.4,1~10,"84,650",1978,상암로41길
 서울특별시 강동구 천호동,단독,234.09,198,1~10,"142,000",1977,구천면로
 서울특별시 강동구 천호동,단독,360,216,21~28,"108,000",1985,상암로27길
 서울특별시 강북구 미아동,다가구,113.45,69,21~28,"25,200",1994,숭인로7길
 서울특별시 강북구 미아동,다가구,149.03,84.6,1~10,"25,590",2000,도봉로27길
 서울특별시 강북구 미아동,다가구,149.73,86,1~10,"30,400",1993,삼양로20길
 서울특별시 강북구 미아동,다가구,179.33,94.5,1~10,"38,250",1991,도봉로28가길
 서울특별시 강북구 미아동,다가구,149.31,96.2,11~20,"38,280",1994,도봉로27길
 서울특별시 강북구 미아동,다가구,149.06,99.5,11~20,"39,000",1993,도봉로27길
 서울특별시 강북구 미아동,다가구,180.73,106,11~20,"47,800",2000,오패산로31길
 서울특별시 강북구 미아동,다가구,180.78,106,11~20,"45,000",1991,삼양로54가길
 서울특별시 강북구 미아동,다가구,196.92,115,1~10,"45,300",1991,삼양로54나길
 서울특별시 강북구 미아동,다가구,221.58,119,1~10,"41,400",1995,삼양로68길
 서울특별시 강북구 미아동,다가구,206.56,136,1~10,"53,000",1990,도봉로13길
 서울특별시 강북구 미아동,다가구,460.44,199,11~20,"80,000",2007,솔매로9길
 서울특별시 강북구 미아동,다가구,547.8,315.7,11~20,"131,000",1992,도봉로61길
 서울특별시 강북구 미아동,단독,42.1,56.07,11~20,"15,000",1985,삼양로16길
 서울특별시 강북구 미아동,단독,41.71,63,11~20,"19,000",1985,도봉로67다길
 서울특별시 강북구 미아동,단독,55.44,65,1~10,"27,500",1971,도봉로45길
 서울특별시 강북구 미아동,단독,111.98,71.1,11~20,"27,950",1989,도봉로76가길
 서울특별시 강북구 미아동,단독,66.29,72.1,21~28,"22,000",1969,도봉로63길
 서울특별시 강북구 미아동,단독,54.25,77,1~10,"30,000",1969,도봉로61길
 서울특별시 강북구 미아동,단독,65.68,83,1~10,"33,000",1971,도봉로45길
 서울특별시 강북구 미아동,단독,67.67,93.6,11~20,"32,900",1971,도봉로19길
 서울특별시 강북구 미아동,단독,79.94,93.6,1~10,"33,253",1971,솔샘로67길
 서울특별시 강북구 미아동,단독,66.95,101.5,1~10,"32,000",1969,도봉로61길
 서울특별시 강북구 미아동,단독,78.08,102,21~28,"40,000",1969,오패산로
 서울특별시 강북구 미아동,단독,83.44,103,21~28,"34,100",1969,오패산로
 서울특별시 강북구 미아동,단독,86.11,103,21~28,"30,500",1970,도봉로49길
 서울특별시 강북구 미아동,단독,79.8,103.5,1~10,"32,000",1970,도봉로18가길
 서울특별시 강북구 미아동,단독,157.32,106.8,1~10,"44,500",1989,도봉로63길
 서울특별시 강북구 미아동,단독,137.22,112,21~28,"42,000",1969,오패산로
 서울특별시 강북구 미아동,단독,76.06,113.4,11~20,"39,500",1971,솔매로52길
 서울특별시 강북구 미아동,단독,70.61,117,1~10,"47,770",1972,도봉로63길
 서울특별시 강북구 미아동,단독,96.2,124.3,1~10,"55,000",1969,도봉로59길
 서울특별시 강북구 미아동,단독,55.6,125,1~10,"47,450",1972,도봉로63길
 서울특별시 강북구 미아동,단독,69.1,156,1~10,"51,000",1966,삼양로68가길
 서울특별시 강북구 미아동,단독,249.75,171,21~28,"74,900",1988,오현로6길
 서울특별시 강북구 미아동,단독,243.54,178,21~28,"86,000",1989,오현로6길
 서울특별시 강북구 미아동,단독,283.29,265,1~10,"80,000",1991,솔매로
 서울특별시 강북구 번동,다가구,205.23,113.1,11~20,"38,500",1996,덕릉로52길
 서울특별시 강북구 번동,다가구,272.3,132.2,1~10,"49,000",1994,한천로130길
 서울특별시 강북구 번동,단독,163.03,98.8,1~10,"34,000",1988,도봉로96가길
 서울특별시 강북구 번동,단독,177.03,124,21~28,"41,300",1989,한천로124나길
 서울특별시 강북구 수유동,다가구,131.79,80.7,21~28,"28,000",1991,수유로12가길
 서울특별시 강북구 수유동,다가구,168.72,106,11~20,"41,600",1991,한천로170길
 서울특별시 강북구 수유동,다가구,168.72,106,11~20,"41,600",1991,한천로170길
 서울특별시 강북구 수유동,다가구,198.6,106,1~10,"31,800",1993,인수봉로62가길
 서울특별시 강북구 수유동,다가구,289.71,125.6,21~28,"59,800",1993,도봉로81길
 서울특별시 강북구 수유동,다가구,380.8,169,21~28,"52,500",1994,인수봉로73가길
 서울특별시 강북구 수유동,다가구,509.49,264,21~28,"116,000",1984,노해로23길
 서울특별시 강북구 수유동,단독,45.19,73,1~10,"26,400",1969,노해로32길
 서울특별시 강북구 수유동,단독,95.83,103.5,1~10,"31,600",1972,삼양로80길
 서울특별시 강북구 수유동,단독,77.22,103.8,21~28,"32,970",1969,노해로14길
 서울특별시 강북구 수유동,단독,74.88,106.1,1~10,"33,700",1970,노해로14길
 서울특별시 강북구 수유동,단독,167.34,114.4,1~10,"40,000",1990,노해로8가길
 서울특별시 강북구 수유동,단독,63.65,119,11~20,"30,500",1970,노해로
 서울특별시 강북구 수유동,단독,78.84,129.9,11~20,"42,900",1976,삼각산로28길
 서울특별시 강북구 수유동,단독,193.86,129.9,21~28,"51,300",1989,삼각산로28길
 서울특별시 강북구 수유동,단독,148.36,142,21~28,"55,000",1973,인수봉로56길
 서울특별시 강북구 수유동,단독,227.13,155,1~10,"50,000",1990,인수봉로62길
 서울특별시 강북구 수유동,단독,233.28,165.3,1~10,"49,000",1986,한천로170길
 서울특별시 강북구 수유동,단독,169.69,166.3,1~10,"61,700",1978,노해로9길
 서울특별시 강북구 수유동,단독,183.09,175,11~20,"51,000",1984,삼양로87길
 서울특별시 강북구 수유동,단독,197.89,175,11~20,"73,000",1977,삼양로87길
 서울특별시 강북구 수유동,단독,197.89,175,21~28,"73,000",1977,삼양로87길
 서울특별시 강북구 수유동,단독,86.44,192,1~10,"63,800",1966,인수봉로72길
 서울특별시 강북구 수유동,단독,187.2,192,1~10,"51,000",1984,인수봉로72길
 서울특별시 강북구 수유동,단독,200.4,225,11~20,"72,300",1979,한천로170길
 서울특별시 강북구 수유동,단독,200.4,225,11~20,"72,300",1979,한천로170길
 서울특별시 강북구 수유동,단독,269.95,248,11~20,"89,000",1983,삼각산로28길
 서울특별시 강북구 수유동,단독,288.57,283,1~10,"105,000",1977,삼양로91길
 서울특별시 강북구 우이동,단독,163.53,171,21~28,"56,870",1979,삼양로163길
 서울특별시 강북구 우이동,단독,202.25,171,21~28,"59,500",1980,삼양로163길
 서울특별시 강서구 개화동,단독,212.54,265,11~20,"79,000",1985,개화동로13길
 서울특별시 강서구 개화동,단독,307.79,280,11~20,"103,000",1983,개화동로13길
 서울특별시 강서구 공항동,다가구,486.42,182.2,1~10,"96,500",2004,방화대로6다길
 서울특별시 강서구 공항동,단독,40.79,70,11~20,"16,670",1972,공항대로8길
 서울특별시 강서구 공항동,단독,46.64,159,21~28,"34,800",1966,공항대로7길
 서울특별시 강서구 내발산동,다가구,259.25,116.5,21~28,"33,000",1997,강서로45길
 서울특별시 강서구 내발산동,단독,98.52,110.3,11~20,"32,000",1982,강서로47바길
 서울특별시 강서구 내발산동,단독,470.35,189.8,1~10,"99,500",1992,강서로47길
 서울특별시 강서구 내발산동,단독,174.11,196.1,21~28,"64,000",1983,우장산로6길
 서울특별시 강서구 등촌동,다가구,346.18,164.3,1~10,"89,500",1993,등촌로55길
 서울특별시 강서구 등촌동,다가구,600.72,286.6,21~28,"145,500",1997,양천로62길
 서울특별시 강서구 등촌동,단독,73.06,121,1~10,"63,000",1974,등촌로55길
 서울특별시 강서구 등촌동,단독,84.29,138.8,1~10,"22,000",1975,등촌로39가길
 서울특별시 강서구 방화동,다가구,147.63,100,1~10,"26,000",1993,금낭화로5길
 서울특별시 강서구 방화동,다가구,190.76,103,11~20,"36,000",1994,방화대로23길
 서울특별시 강서구 방화동,단독,137.05,112,11~20,"38,000",1997,초원로14길
 서울특별시 강서구 방화동,단독,79.34,155,21~28,"36,000",1972,초원로14길
 서울특별시 강서구 방화동,단독,157.79,155,11~20,"60,000",1987,방화동로12길
 서울특별시 강서구 방화동,단독,161.64,162,11~20,"46,000",1983,방화동로12길
 서울특별시 강서구 방화동,단독,183.75,165,1~10,"70,000",1985,초원로13길
 서울특별시 강서구 방화동,단독,89.59,171,21~28,"60,000",1978,초원로11길
 서울특별시 강서구 방화동,단독,131.53,254,21~28,"95,000",1978,금낭화로11길
 서울특별시 강서구 화곡동,다가구,164.16,107.3,11~20,"45,300",1990,화곡로24길
 서울특별시 강서구 화곡동,다가구,272.6,113.1,1~10,"80,000",2001,화곡로26가길
 서울특별시 강서구 화곡동,다가구,299.1,150.8,1~10,"80,000",1997,강서로34길
 서울특별시 강서구 화곡동,다가구,199.26,159,21~28,"57,240",1992,까치산로16길
 서울특별시 강서구 화곡동,다가구,242.73,159,21~28,"52,600",1991,까치산로16길
 서울특별시 강서구 화곡동,다가구,412.6,199,21~28,"89,500",1996,까치산로2길
 서울특별시 강서구 화곡동,다가구,347.67,234,1~10,"92,500",1992,강서로17길
 서울특별시 강서구 화곡동,단독,122.38,103.3,11~20,"40,300",1974,화곡로24길
 서울특별시 강서구 화곡동,단독,204.51,138,1~10,"55,000",1989,곰달래로31마길
 서울특별시 강서구 화곡동,단독,207.96,139.2,1~10,"75,780",1988,월정로20길
 서울특별시 강서구 화곡동,단독,232.68,160.3,11~20,"58,000",1990,곰달래로57길
 서울특별시 강서구 화곡동,단독,234.62,161.7,11~20,"59,500",1990,곰달래로57길
 서울특별시 강서구 화곡동,단독,247.86,176.5,1~10,"87,000",1990,곰달래로57가길
 서울특별시 강서구 화곡동,단독,249.54,186.3,11~20,"56,000",1989,강서로18바길
 서울특별시 강서구 화곡동,단독,247.17,189.6,11~20,"46,000",1989,강서로18바길
 서울특별시 강서구 화곡동,단독,308.76,245,21~28,"89,000",1987,까치산로8길
 서울특별시 강서구 화곡동,단독,66.12,312.3,21~28,"110,000",1969,가로공원로76가길
 서울특별시 관악구 남현동,다가구,538.24,258,1~10,"166,200",1996,승방3가길
 서울특별시 관악구 남현동,단독,336.75,459,11~20,"313,000",1980,승방길
 서울특별시 관악구 봉천동,다가구,185.16,109.1,11~20,"59,800",1991,봉천로49나길
 서울특별시 관악구 봉천동,다가구,209.28,113.1,1~10,"56,650",1993,쑥고개로11길
 서울특별시 관악구 봉천동,다가구,263.58,119,1~10,"70,000",2003,행운1나길
 서울특별시 관악구 봉천동,다가구,199.62,129,1~10,"66,500",1991,행운길
 서울특별시 관악구 봉천동,다가구,240.8,132,21~28,"59,000",1993,인헌13길
 서울특별시 관악구 봉천동,다가구,318.69,137.5,11~20,"72,000",2000,봉천로33가길
 서울특별시 관악구 봉천동,다가구,237.45,158.8,11~20,"89,900",1990,봉천로
 서울특별시 관악구 봉천동,단독,111.98,81,21~28,"42,500",1995,봉천로47길
 서울특별시 관악구 봉천동,단독,144,89.7,21~28,"36,500",1988,관악로
 서울특별시 관악구 봉천동,단독,94.97,90.6,11~20,"32,400",1977,은천로
 서울특별시 관악구 봉천동,단독,69.46,91.5,21~28,"28,700",1976,한솔길
 서울특별시 관악구 봉천동,단독,76.96,96,11~20,"39,950",1970,은천로25길
 서울특별시 관악구 봉천동,단독,163.68,112.7,11~20,"40,176",1976,소담길
 서울특별시 관악구 봉천동,단독,169.74,113.4,1~10,"54,800",1990,봉천로49가길
 서울특별시 관악구 봉천동,단독,97.52,114.3,1~10,"37,900",1976,용담길
 서울특별시 관악구 봉천동,단독,168.11,117.5,11~20,"50,210",1985,남부순환로247길
 서울특별시 관악구 봉천동,단독,91.24,129,11~20,"54,600",1977,인헌13길
 서울특별시 관악구 봉천동,단독,100.7,136,21~28,"40,000",1976,국회단지18길
 서울특별시 관악구 봉천동,단독,195.87,143.4,11~20,"59,000",1985,남부순환로247길
 서울특별시 관악구 봉천동,단독,150.52,164,21~28,"52,000",1974,봉천로13나길
 서울특별시 관악구 봉천동,단독,205.41,191.6,11~20,"71,500",1974,청룡8길
 서울특별시 관악구 봉천동,단독,133.66,202.9,21~28,"97,000",1975,양녕로1가길
 서울특별시 관악구 봉천동,단독,148.76,520,11~20,"260,000",1970,양녕로
 서울특별시 관악구 신림동,다가구,139.56,100.4,1~10,"39,000",1992,남부순환로166길
 서울특별시 관악구 신림동,다가구,180.45,116,1~10,"41,800",1991,난곡로35가길
 서울특별시 관악구 신림동,다가구,159.15,118.2,1~10,"43,800",1990,신원로3나길
 서울특별시 관악구 신림동,다가구,176.08,121.4,1~10,"49,225",1985,남부순환로168가길
 서울특별시 관악구 신림동,다가구,238.78,136,1~10,"64,000",1994,신림로48길
 서울특별시 관악구 신림동,다가구,199.74,137,11~20,"41,000",1991,쑥고개로2나길
 서울특별시 관악구 신림동,다가구,317.35,149,21~28,"59,000",1996,신림로48길
 서울특별시 관악구 신림동,다가구,187.2,154,11~20,"46,000",1991,쑥고개로2나길
 서울특별시 관악구 신림동,다가구,395.08,166,21~28,"87,000",1996,신림로28길
 서울특별시 관악구 신림동,다가구,423.88,196.5,11~20,"82,000",1996,신림로23길
 서울특별시 관악구 신림동,다가구,423.88,196.5,21~28,"82,000",1996,신림로23길
 서울특별시 관악구 신림동,다가구,201.66,222,1~10,"107,200",1981,쑥고개로
 서울특별시 관악구 신림동,단독,43.1,60,1~10,"15,000",1970,양지1길
 서울특별시 관악구 신림동,단독,148.66,93.3,11~20,"44,500",1986,남부순환로170길
 서울특별시 관악구 신림동,단독,96.99,100.3,21~28,"39,500",1983,신원로1길
 서울특별시 관악구 신림동,단독,59.17,116,11~20,"33,000",1970,양산길
 서울특별시 관악구 신림동,단독,84.49,131.8,11~20,"66,000",1972,신원로1길
 서울특별시 관악구 신림동,단독,200.92,132,11~20,"89,000",1977,신림로11길
 서울특별시 관악구 신림동,단독,299.64,133.6,1~10,"113,000",2012,신사로14길
 서울특별시 관악구 신림동,단독,208.08,148.2,1~10,"49,000",1987,남부순환로168다길
 서울특별시 관악구 신림동,단독,208.89,149,21~28,"63,000",1991,남부순환로190가길
 서울특별시 관악구 신림동,단독,208.89,149,21~28,"60,000",1991,남부순환로190가길
 서울특별시 관악구 신림동,단독,119.34,171,1~10,"51,000",1978,쑥고개로2라길
 서울특별시 관악구 신림동,단독,249.42,173.2,1~10,"91,500",1991,남부순환로161나길
 서울특별시 관악구 신림동,단독,267.18,178.2,11~20,"96,500",1985,난곡로64길
 서울특별시 관악구 신림동,단독,103.53,182,1~10,"50,000",1976,문성로38가길
 서울특별시 광진구 구의동,다가구,200.88,118,1~10,"62,600",1994,아차산로53길
 서울특별시 광진구 구의동,다가구,316.58,132.2,21~28,"89,000",1996,아차산로53길
 서울특별시 광진구 구의동,다가구,329.4,152.7,11~20,"144,500",2012,구의로9길
 서울특별시 광진구 구의동,다가구,337.2,175.2,1~10,"105,000",1993,자양로26길
 서울특별시 광진구 구의동,다가구,368.8,179.8,1~10,"108,500",2000,천호대로138길
 서울특별시 광진구 구의동,다가구,318.36,180.8,11~20,"119,500",2008,자양로22길
 서울특별시 광진구 구의동,다가구,629.35,269.4,1~10,"193,000",1997,자양로42길
 서울특별시 광진구 구의동,단독,85.06,109,1~10,"41,743",1975,광나루로41길
 서울특별시 광진구 구의동,단독,113.72,116.7,11~20,"30,000",1973,구의로9길
 서울특별시 광진구 구의동,단독,87.41,119,11~20,"57,600",1975,자양로42길
 서울특별시 광진구 구의동,단독,117.54,124,1~10,"49,200",1971,광나루로41길
 서울특별시 광진구 구의동,단독,277.53,125.6,21~28,"88,000",1988,구의로4길
 서울특별시 광진구 구의동,단독,192.54,126.3,11~20,"59,900",1989,아차산로53길
 서울특별시 광진구 구의동,단독,177.45,167.3,11~20,"90,000",1973,구의강변로7길
 서울특별시 광진구 구의동,단독,168.6,177,11~20,"56,380",1978,구의로11길
 서울특별시 광진구 구의동,단독,489.72,182.8,1~10,"127,000",1988,아차산로59길
 서울특별시 광진구 구의동,단독,181.99,215,1~10,"98,500",1983,자양로37길
 서울특별시 광진구 구의동,단독,301.4,235,11~20,"95,330",1987,광나루로43길
 서울특별시 광진구 군자동,다가구,181.02,126,21~28,"59,000",1995,능동로21길
 서울특별시 광진구 군자동,다가구,260.42,132.2,11~20,"81,500",2003,면목로6길
 서울특별시 광진구 군자동,단독,56.26,82,1~10,"41,000",1972,광나루로15길
 서울특별시 광진구 군자동,단독,56.36,93,1~10,"46,200",1972,광나루로15길
 서울특별시 광진구 군자동,단독,149.76,96,11~20,"46,500",1989,동일로50길
 서울특별시 광진구 군자동,단독,156.87,99,11~20,"45,000",1988,광나루로15길
 서울특별시 광진구 군자동,단독,128.04,126,11~20,"79,300",1972,능동로29가길
 서울특별시 광진구 군자동,단독,150.41,162,21~28,"89,500",1973,능동로31길
 서울특별시 광진구 군자동,단독,180.83,185,21~28,"72,000",1978,천호대로102길
 서울특별시 광진구 군자동,단독,227.77,207,1~10,"110,000",1978,광나루로15길
 서울특별시 광진구 능동,다가구,142.83,95.5,1~10,"40,300",1991,천호대로120길
 서울특별시 광진구 능동,단독,74.94,127.3,21~28,"62,900",1972,능동로32길
 서울특별시 광진구 자양동,다가구,144.3,113,1~10,"54,000",1991,뚝섬로25가길
 서울특별시 광진구 자양동,다가구,181.34,113.1,1~10,"65,000",1995,뚝섬로
 서울특별시 광진구 자양동,다가구,179.58,122,1~10,"73,000",1996,능동로3라길
 서울특별시 광진구 자양동,다가구,196.83,122.4,21~28,"68,300",1993,뚝섬로51길
 서울특별시 광진구 자양동,다가구,199.62,123.9,11~20,"60,000",1991,뚝섬로52다길
 서울특별시 광진구 자양동,다가구,230.34,128.9,21~28,"89,000",2012,뚝섬로47길
 서울특별시 광진구 자양동,다가구,242.87,158.9,1~10,"96,000",1978,뚝섬로52가길
 서울특별시 광진구 자양동,다가구,279.9,169.5,11~20,"80,000",1994,뚝섬로51길
 서울특별시 광진구 자양동,다가구,371.38,174.6,21~28,"105,600",1997,자양번영로4길
 서울특별시 광진구 자양동,다가구,295.74,202.6,11~20,"96,800",1993,아차산로40길
 서울특별시 광진구 자양동,단독,111.16,92.9,11~20,"36,400",1971,자양번영로
 서울특별시 광진구 자양동,단독,131.63,104.2,21~28,"53,500",1977,뚝섬로51길
 서울특별시 광진구 자양동,단독,124.92,106,1~10,"60,000",1974,동일로4길
 서울특별시 광진구 자양동,단독,126.29,106,1~10,"60,000",1975,동일로4길
 서울특별시 광진구 자양동,단독,161.94,119.4,11~20,"64,800",1990,자양로19길
 서울특별시 광진구 자양동,단독,208.29,123.6,1~10,"67,000",1988,뚝섬로52다길
 서울특별시 광진구 자양동,단독,82.31,126.4,1~10,"60,000",1977,뚝섬로52다길
 서울특별시 광진구 자양동,단독,182.9,136.2,1~10,"62,000",1987,아차산로44가길
 서울특별시 광진구 자양동,단독,247.92,167.5,11~20,"66,000",1992,뚝섬로52가길
 서울특별시 광진구 자양동,단독,249.84,169,1~10,"80,000",1990,능동로5길
 서울특별시 광진구 자양동,단독,164.88,172,21~28,"72,000",1983,자양번영로3길
 서울특별시 광진구 자양동,단독,204.3,173.1,1~10,"136,143",1977,뚝섬로
 서울특별시 광진구 자양동,단독,250.88,198.3,11~20,"87,000",1983,자양로19가길
 서울특별시 광진구 자양동,단독,243.81,220.8,11~20,"105,600",1989,자양로19가길
 서울특별시 광진구 중곡동,다가구,231.4,133.6,1~10,"67,500",1996,긴고랑로15길
 서울특별시 광진구 중곡동,다가구,240.96,149,11~20,"67,500",1991,능동로46길
 서울특별시 광진구 중곡동,다가구,399.52,171.6,1~10,"120,000",1995,용마산로3길
 서울특별시 광진구 중곡동,다가구,299.07,182.5,1~10,"89,900",1991,능동로50길
 서울특별시 광진구 중곡동,다가구,350.06,183.1,21~28,"176,500",2013,면목로
 서울특별시 광진구 중곡동,다가구,265.26,186.1,1~10,"100,800",1995,용마산로3길
 서울특별시 광진구 중곡동,다가구,352.28,221,21~28,"145,000",2003,긴고랑로29길
 서울특별시 광진구 중곡동,단독,153.04,99,11~20,"46,000",1989,긴고랑로20길
 서울특별시 광진구 중곡동,단독,192.46,100.2,21~28,"75,500",1987,능동로38길
 서울특별시 광진구 중곡동,단독,164.83,108.4,21~28,"46,900",1989,긴고랑로
 서울특별시 광진구 중곡동,단독,166.32,109,11~20,"51,000",1985,긴고랑로20길
 서울특별시 광진구 중곡동,단독,183.8,117.4,21~28,"71,000",1989,긴고랑로13길
 서울특별시 광진구 중곡동,단독,85.29,134.2,1~10,"47,500",1974,용마산로8길
 서울특별시 광진구 중곡동,단독,223.92,138.5,11~20,"66,000",1988,긴고랑로4길
 서울특별시 광진구 중곡동,단독,127.97,139.2,21~28,"54,600",1972,능동로51길
 서울특별시 광진구 중곡동,단독,199.8,142.8,1~10,"86,000",1992,긴고랑로22길
 서울특별시 광진구 중곡동,단독,177.76,148.4,1~10,"95,000",1985,긴고랑로22길
 서울특별시 광진구 중곡동,단독,248.66,180,21~28,"98,000",1989,천호대로125길
 서울특별시 광진구 중곡동,단독,163.08,181.5,1~10,"58,500",1976,영화사로7길
 서울특별시 광진구 중곡동,단독,114.45,182.8,11~20,"74,250",1976,용마산로5길
 서울특별시 광진구 중곡동,단독,243.64,200.7,11~20,"114,320",1978,동일로
 서울특별시 광진구 중곡동,단독,148.82,201.7,21~28,"89,670",1976,용마산로32길
