시군구,주택유형,연면적(㎡),대지면적(㎡),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 개포동,단독,501.43,197.5,21~31,"170,000",1990,논현로8길
 서울특별시 강남구 개포동,단독,311.65,249.8,1~10,"166,000",1988,논현로2길
 서울특별시 강남구 논현동,다가구,410.52,184.1,11~20,"177,500",2001,강남대로126길
 서울특별시 강남구 논현동,다가구,284.16,192.6,11~20,"141,000",1994,봉은사로21길
 서울특별시 강남구 논현동,다가구,557.16,266.6,21~31,"224,000",1995,논현로121길
 서울특별시 강남구 논현동,다가구,659.4,326,1~10,"305,000",1991,강남대로120길
 서울특별시 강남구 논현동,단독,245.16,198.4,21~31,"175,000",1983,도산대로30길
 서울특별시 강남구 논현동,단독,155.97,431.6,11~20,"353,000",1993,선릉로115길
 서울특별시 강남구 대치동,다가구,346.3,169.2,1~10,"173,000",1988,역삼로78길
 서울특별시 강남구 대치동,다가구,457.9,203.8,1~10,"233,000",2001,삼성로81길
 서울특별시 강남구 대치동,다가구,450.4,215.3,11~20,"183,500",1996,삼성로76길
 서울특별시 강남구 대치동,단독,326.3,211.8,11~20,"140,000",1986,역삼로88길
 서울특별시 강남구 도곡동,단독,528.1,194.7,1~10,"195,000",1989,논현로24길
 서울특별시 강남구 세곡동,단독,124.53,207,21~31,"88,500",1982,밤고개로34길
 서울특별시 강남구 신사동,단독,78.12,160.6,1~10,"134,000",1973,논현로153길
 서울특별시 강남구 역삼동,다가구,379.73,185.5,11~20,"138,000",1997,논현로66길
 서울특별시 강남구 역삼동,다가구,482.04,239.5,21~31,"240,000",2003,언주로97길
 서울특별시 강남구 역삼동,다가구,830.81,269.1,21~31,"375,000",1990,논현로75길
 서울특별시 강남구 역삼동,단독,162.34,267.6,1~10,"245,000",1976,역삼로10길
 서울특별시 강남구 역삼동,단독,305.52,311.1,11~20,"230,000",1980,도곡로25길
 서울특별시 강남구 율현동,단독,199.8,322,21~31,"150,000",1992,밤고개로24길
 서울특별시 강남구 일원동,다가구,249.54,194.3,21~31,"100,000",1987,개포로130길
 서울특별시 강남구 일원동,다가구,244.31,196.9,11~20,"107,000",1987,개포로118길
 서울특별시 강남구 일원동,다가구,249.48,197.9,21~31,"115,000",1986,양재대로53길
 서울특별시 강남구 일원동,다가구,328.14,234.1,11~20,"150,000",1994,광평로3길
 서울특별시 강남구 일원동,단독,248.71,198.2,1~10,"119,000",1988,양재대로53길
 서울특별시 강남구 일원동,단독,249.75,198.2,11~20,"117,000",1985,개포로130길
 서울특별시 강남구 일원동,단독,249.54,202.2,11~20,"120,000",1986,개포로138길
 서울특별시 강남구 일원동,단독,249.78,203.5,21~31,"115,200",1986,개포로118길
 서울특별시 강남구 일원동,단독,227.7,228.6,11~20,"150,000",1984,양재대로33길
 서울특별시 강남구 자곡동,단독,198,310,21~31,"179,000",1988,자곡로7길
 서울특별시 강남구 청담동,다가구,490.71,182,11~20,"320,000",1995,삼성로141길
 서울특별시 강남구 청담동,단독,162.75,200.5,21~31,"305,000",1978,도산대로83길
 서울특별시 강동구 고덕동,단독,247.41,178.9,21~31,"81,000",1987,고덕로83길
 서울특별시 강동구 고덕동,단독,249.39,182.1,1~10,"93,500",1987,아리수로72길
 서울특별시 강동구 고덕동,단독,247.08,185.7,21~31,"79,000",1986,상일로25길
 서울특별시 강동구 고덕동,단독,249.84,187.7,11~20,"85,000",1988,아리수로72길
 서울특별시 강동구 고덕동,단독,258.5,189.7,21~31,"77,500",1988,아리수로82길
 서울특별시 강동구 고덕동,단독,245.34,189.9,11~20,"75,000",1988,아리수로82길
 서울특별시 강동구 고덕동,단독,244.98,190.5,21~31,"83,000",1986,아리수로82길
