시군구,주택유형,연면적(㎡),대지면적(㎡),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강동구 고덕동,단독,249.99,183.8,11~20,"99,000",1987,아리수로72길
 서울특별시 강동구 고덕동,단독,249.84,185.8,1~10,"98,000",1986,아리수로72길
 서울특별시 강동구 고덕동,단독,436.8,224.1,1~10,"155,000",1985,아리수로64길
 서울특별시 강동구 길동,단독,249.93,173.1,11~20,"87,700",1988,명일로18길
 서울특별시 강동구 길동,단독,661.01,240.2,1~10,"175,000",1997,양재대로112길
 서울특별시 강동구 성내동,다가구,294.54,135,21~30,"78,000",1994,풍성로37가길
 서울특별시 강동구 성내동,다가구,201.33,136,1~10,"58,500",1991,풍성로37길
 서울특별시 강동구 성내동,다가구,372.85,170.6,1~10,"120,000",1997,풍성로52길
 서울특별시 강동구 성내동,단독,157.32,105,1~10,"68,000",1988,풍성로41길
 서울특별시 강동구 성내동,단독,245.97,196,1~10,"72,000",1990,풍성로41길
 서울특별시 강동구 암사동,다가구,247.53,162,1~10,"78,000",1991,암사길
 서울특별시 강동구 암사동,단독,167.49,112,1~10,"60,000",1986,암사길
 서울특별시 강동구 암사동,단독,168.9,113.3,1~10,"68,500",1985,암사5길
 서울특별시 강동구 암사동,단독,171.36,115,1~10,"65,930",1988,암사5길
 서울특별시 강동구 암사동,단독,182.85,122.3,1~10,"54,000",1985,고덕로20마길
 서울특별시 강동구 암사동,단독,182.85,122.3,1~10,"54,000",1985,고덕로20마길
 서울특별시 강동구 암사동,단독,190.68,126,1~10,"76,000",1985,암사5길
 서울특별시 강동구 암사동,단독,194.49,132,1~10,"72,000",1986,암사18길
 서울특별시 강동구 암사동,단독,131.57,335,1~10,"95,000",1980,올림픽로112길
 서울특별시 강동구 천호동,다가구,191.34,126,11~20,"68,600",1992,구천면로42가길
 서울특별시 강동구 천호동,다가구,179.51,129,11~20,"55,800",1977,구천면로40길
 서울특별시 강동구 천호동,단독,47.47,76,1~10,"81,200",1970,구천면로24길
 서울특별시 강동구 천호동,단독,33.75,89,11~20,"45,000",1963,천호대로163길
 서울특별시 강동구 천호동,단독,186.01,122,1~10,"44,000",1989,진황도로31길
 서울특별시 강동구 천호동,단독,192.24,126,11~20,"68,600",1988,구천면로42가길
 서울특별시 강동구 천호동,단독,199.94,126,11~20,"85,500",1993,성안로27길
 서울특별시 강동구 천호동,단독,193.86,129,11~20,"58,500",1990,구천면로42가길
 서울특별시 강동구 천호동,단독,205.24,135,21~30,"57,160",1988,올림픽로87길
 서울특별시 강북구 미아동,다가구,159.8,89,11~20,"31,000",1994,삼양로27길
 서울특별시 강북구 미아동,다가구,199.24,119,1~10,"41,400",1991,삼양로20길
 서울특별시 강북구 미아동,다가구,211.71,132,1~10,"51,600",1990,솔샘로
 서울특별시 강북구 미아동,다가구,447.61,185,11~20,"64,000",1990,솔매로
 서울특별시 강북구 미아동,단독,42.9,43,11~20,"15,000",1950,삼양로58길
 서울특별시 강북구 미아동,단독,36.3,63,11~20,"18,600",1985,솔샘로60길
 서울특별시 강북구 미아동,단독,42.98,66,21~30,"9,900",1950,도봉로67가길
 서울특별시 강북구 미아동,단독,55.83,76,11~20,"14,000",1969,솔샘로
 서울특별시 강북구 미아동,단독,57.32,80.7,1~10,"22,000",1969,도봉로38길
 서울특별시 강북구 미아동,단독,63.83,86,11~20,"28,500",1970,도봉로27길
 서울특별시 강북구 미아동,단독,70.61,91.2,1~10,"23,000",1969,도봉로61길
 서울특별시 강북구 미아동,단독,81.36,100.8,11~20,"37,500",1970,도봉로41길
 서울특별시 강북구 미아동,단독,120.07,133.2,1~10,"59,440",1969,솔샘로65길
 서울특별시 강북구 미아동,단독,82.15,133.9,11~20,"35,000",1975,도봉로53가길
 서울특별시 강북구 미아동,단독,131.96,134.2,11~20,"50,000",1973,덕릉로
 서울특별시 강북구 미아동,단독,172.56,153.4,1~10,"78,880",1972,도봉로25길
 서울특별시 강북구 미아동,단독,173.88,153.4,1~10,"69,600",1972,도봉로23길
 서울특별시 강북구 미아동,단독,173.82,168,11~20,"63,000",1978,삼양로24길
 서울특별시 강북구 미아동,단독,249.28,169,11~20,"39,500",1983,월계로21나길
 서울특별시 강북구 미아동,단독,85.59,502,11~20,"122,000",1963,월계로
 서울특별시 강북구 번동,다가구,218.4,156.4,1~10,"56,760",1988,덕릉로40나길
 서울특별시 강북구 번동,단독,69.59,48.6,1~10,"18,000",1985,도봉로96나길
 서울특별시 강북구 번동,단독,31.01,66,11~20,"15,700",1966,덕릉로40라길
 서울특별시 강북구 번동,단독,107.14,98.2,1~10,"60,000",1973,한천로123길
 서울특별시 강북구 번동,단독,60.95,99.3,1~10,"29,600",1971,오패산로77길
 서울특별시 강북구 번동,단독,70.25,107.4,1~10,"33,500",1970,한천로123길
 서울특별시 강북구 번동,단독,73.75,108.8,1~10,"30,000",1970,한천로123길
 서울특별시 강북구 번동,단독,70.48,120,1~10,"48,900",1971,덕릉로
 서울특별시 강북구 수유동,다가구,84.72,60,1~10,"18,300",1992,인수봉로72길
 서울특별시 강북구 수유동,다가구,177.18,198,11~20,"62,000",1985,수유로5길
 서울특별시 강북구 수유동,단독,49.59,85.6,21~30,"25,100",1969,한천로150길
 서울특별시 강북구 수유동,단독,93.15,86,1~10,"19,500",1991,삼양로81길
 서울특별시 강북구 수유동,단독,193.65,93,11~20,"33,000",1991,인수봉로72길
 서울특별시 강북구 수유동,단독,143.22,94.2,1~10,"37,000",1991,노해로14길
 서울특별시 강북구 수유동,단독,78.01,112.4,11~20,"57,000",1971,도봉로87길
 서울특별시 강북구 수유동,단독,174.78,130.1,21~30,"38,000",1987,노해로33길
 서울특별시 강북구 수유동,단독,175.18,142,21~30,"47,200",1988,노해로22길
 서울특별시 강북구 수유동,단독,186,145,1~10,"50,000",1988,노해로27길
 서울특별시 강북구 수유동,단독,222.21,154.5,1~10,"56,500",1987,도봉로95길
 서울특별시 강북구 수유동,단독,108.39,175,21~30,"53,000",1976,노해로21길
 서울특별시 강북구 수유동,단독,139.67,205,11~20,"62,500",1979,노해로25길
 서울특별시 강북구 수유동,단독,139.67,205,11~20,"62,500",1979,노해로25길
 서울특별시 강서구 개화동,단독,95.54,223,1~10,"44,000",1980,개화10가길
 서울특별시 강서구 공항동,단독,206.82,139,11~20,"56,700",1990,송정로4길
 서울특별시 강서구 등촌동,다가구,303.62,150.1,1~10,"89,000",1993,등촌로55길
 서울특별시 강서구 등촌동,다가구,306.24,152,1~10,"59,000",1993,등촌로35가길
 서울특별시 강서구 등촌동,다가구,317.69,156.1,21~30,"112,400",2011,등촌로39나길
 서울특별시 강서구 등촌동,다가구,249.69,195.4,1~10,"88,500",1990,등촌로39라길
 서울특별시 강서구 등촌동,다가구,359.04,209.2,1~10,"96,000",1993,공항대로55길
 서울특별시 강서구 등촌동,단독,182.15,187.4,21~30,"75,000",1978,등촌로39라길
 서울특별시 강서구 방화동,다가구,239.76,152,1~10,"54,000",1993,방화동로10길
 서울특별시 강서구 방화동,다가구,419.26,179,11~20,"84,600",1997,양천로24길
 서울특별시 강서구 방화동,단독,33,43,1~10,"23,400",1990,개화동로29길
 서울특별시 강서구 방화동,단독,39.67,101,21~30,"54,000",1964,방화동로3길
 서울특별시 강서구 방화동,단독,117.33,119,1~10,"38,000",1973,초원로6길
 서울특별시 강서구 방화동,단독,60.76,132,1~10,"36,000",1971,개화동로25길
 서울특별시 강서구 방화동,단독,87.61,160,11~20,"48,000",1977,초원로11길
 서울특별시 강서구 방화동,단독,147.83,172,21~30,"53,500",1977,금낭화로9길
 서울특별시 강서구 화곡동,다가구,173.49,109.4,1~10,"39,500",1988,강서로8길
 서울특별시 강서구 화곡동,다가구,236.24,132.2,21~30,"49,500",1995,곰달래로
 서울특별시 강서구 화곡동,다가구,266.37,162,21~30,"60,000",1993,등촌로13길
 서울특별시 강서구 화곡동,다가구,249.84,168.8,1~10,"48,500",2008,강서로18바길
 서울특별시 강서구 화곡동,다가구,421.82,195.4,11~20,"95,000",2001,화곡로53길
 서울특별시 강서구 화곡동,다가구,292.29,205.3,1~10,"68,000",1994,가로공원로78길
 서울특별시 강서구 화곡동,다가구,275.29,209.3,1~10,"72,000",1985,곰달래로47길
 서울특별시 강서구 화곡동,다가구,261.3,209.8,1~10,"60,000",1993,화곡로29길
 서울특별시 강서구 화곡동,다가구,509,255,1~10,"100,000",1997,까치산로8길
 서울특별시 강서구 화곡동,단독,110.25,143.1,1~10,"38,000",1983,강서로35길
 서울특별시 강서구 화곡동,단독,212.04,263.5,1~10,"100,000",1983,강서로12길
 서울특별시 강서구 화곡동,단독,232.73,266.4,1~10,"104,650",1984,곰달래로27길
 서울특별시 관악구 남현동,다가구,223.06,134.2,11~20,"68,000",1993,남현길
 서울특별시 관악구 봉천동,다가구,146.15,91.2,21~30,"47,500",2009,봉천로43길
 서울특별시 관악구 봉천동,다가구,222.75,128.9,1~10,"58,500",1991,청룡11길
 서울특별시 관악구 봉천동,다가구,299.56,133.7,11~20,"97,700",1995,쑥고개로26길
 서울특별시 관악구 봉천동,다가구,299.16,136,21~30,"82,000",1996,행운7길
 서울특별시 관악구 봉천동,단독,119.9,73,1~10,"30,000",2002,봉천로23나길
 서울특별시 관악구 봉천동,단독,98.71,89.9,1~10,"50,000",1974,양녕로
 서울특별시 관악구 봉천동,단독,87.45,90.4,21~30,"37,000",1980,봉천로49다길
 서울특별시 관악구 봉천동,단독,69.46,91.5,11~20,"31,600",1976,한솔길
 서울특별시 관악구 봉천동,단독,105.52,93,1~10,"28,000",1973,청림3라길
 서울특별시 관악구 봉천동,단독,72.62,99,21~30,"40,000",1974,행운5길
 서울특별시 관악구 봉천동,단독,178.62,109,11~20,"48,000",1974,남부순환로231길
 서울특별시 관악구 봉천동,단독,154.62,109.4,1~10,"43,500",1989,봉천로13길
 서울특별시 관악구 봉천동,단독,124.46,112,11~20,"41,000",1974,남부순환로231길
 서울특별시 관악구 봉천동,단독,87.11,129,21~30,"52,000",1974,행운5길
 서울특별시 관악구 봉천동,단독,156.78,132,21~30,"50,000",1988,구암5길
 서울특별시 관악구 봉천동,단독,151.42,139,1~10,"58,800",1973,봉천로23다길
 서울특별시 관악구 봉천동,단독,211.41,142.8,1~10,"57,000",1990,봉천로33가길
 서울특별시 관악구 봉천동,단독,279.5,145,1~10,"57,000",1978,국회단지18길
 서울특별시 관악구 봉천동,단독,257.54,170.9,1~10,"87,000",2002,양녕로
 서울특별시 관악구 봉천동,단독,82.48,185,11~20,"59,000",1974,당곡6길
 서울특별시 관악구 신림동,다가구,146.39,96,1~10,"26,000",1994,난곡로9길
 서울특별시 관악구 신림동,다가구,164.79,99.5,11~20,"39,000",1993,관천로27길
 서울특별시 관악구 신림동,다가구,147.6,102,11~20,"28,000",1992,난곡로
 서울특별시 관악구 신림동,다가구,182.61,102,11~20,"31,000",1991,난향9길
 서울특별시 관악구 신림동,다가구,183.24,109,1~10,"25,700",1992,난향14길
 서울특별시 관악구 신림동,다가구,189,117,11~20,"34,000",1988,난곡로35마길
 서울특별시 관악구 신림동,다가구,201.96,142,1~10,"65,500",1990,난곡로32길
 서울특별시 관악구 신림동,다가구,245,154,11~20,"82,500",1993,남부순환로165길
 서울특별시 관악구 신림동,다가구,218.34,165,1~10,"50,000",1989,남부순환로194길
 서울특별시 관악구 신림동,다가구,279.18,172,1~10,"87,000",1991,신림로26길
 서울특별시 관악구 신림동,단독,35.7,66,1~10,"20,000",1968,원신6길
 서울특별시 관악구 신림동,단독,130.71,83,11~20,"25,000",1993,양산길
 서울특별시 관악구 신림동,단독,80.34,102,1~10,"43,000",1978,난곡로
 서울특별시 관악구 신림동,단독,87.93,106,1~10,"25,000",1986,남부순환로194길
 서울특별시 관악구 신림동,단독,149.58,109.8,11~20,"50,500",1992,관천로16길
 서울특별시 관악구 신림동,단독,270.29,110,21~30,"43,700",1996,난곡로34길
 서울특별시 관악구 신림동,단독,156.98,113.9,1~10,"43,000",1984,문성로25길
 서울특별시 관악구 신림동,단독,183.69,123,1~10,"46,000",1988,법원단지5나길
 서울특별시 관악구 신림동,단독,183.69,123,1~10,"46,000",1988,법원단지5나길
 서울특별시 관악구 신림동,단독,150.87,124.3,1~10,"62,000",1977,남부순환로149길
 서울특별시 관악구 신림동,단독,186.57,126,21~30,"53,200",1986,남부순환로168다길
 서울특별시 관악구 신림동,단독,188.58,126,1~10,"48,500",1988,법원단지5나길
 서울특별시 관악구 신림동,단독,188.58,126,1~10,"48,500",1988,법원단지5나길
 서울특별시 관악구 신림동,단독,192.39,132,11~20,"47,000",1990,남부순환로170길
 서울특별시 관악구 신림동,단독,186.3,139,11~20,"46,000",1987,쑥고개로3길
 서울특별시 관악구 신림동,단독,136.9,142,21~30,"31,000",1973,신림로44길
 서울특별시 관악구 신림동,단독,221.1,148.8,11~20,"135,000",1990,신림동2길
 서울특별시 관악구 신림동,단독,152.72,151.9,1~10,"105,000",1979,신원로3길
 서울특별시 관악구 신림동,단독,131.84,152,1~10,"82,764",1973,난곡로34길
 서울특별시 관악구 신림동,단독,162.16,156.9,1~10,"68,700",1971,신원로3가길
 서울특별시 관악구 신림동,단독,225.18,159,11~20,"40,300",1987,난곡로24길
 서울특별시 관악구 신림동,단독,118.35,165,11~20,"50,000",1977,법원단지29길
 서울특별시 관악구 신림동,단독,247.41,165,11~20,"50,000",1989,법원단지31길
 서울특별시 관악구 신림동,단독,100.06,169,1~10,"40,000",1973,신림로44길
 서울특별시 관악구 신림동,단독,406.26,188,1~10,"110,000",2006,남부순환로196길
 서울특별시 관악구 신림동,단독,263.14,205.6,21~30,"120,000",1977,난곡로59길
 서울특별시 관악구 신림동,단독,315.14,222.5,1~10,"133,000",1988,조원로21길
 서울특별시 광진구 구의동,다가구,169.74,110.4,1~10,"59,820",1992,구의로11길
 서울특별시 광진구 구의동,단독,131.23,110.4,21~30,"54,800",1973,구의로11길
 서울특별시 광진구 구의동,단독,128.21,114.7,11~20,"58,520",1973,구의로11길
 서울특별시 광진구 구의동,단독,129.73,116,1~10,"69,000",1973,광나루로30가길
 서울특별시 광진구 구의동,단독,83.8,123,1~10,"59,536",1973,구의로11길
 서울특별시 광진구 구의동,단독,147.54,133.6,1~10,"60,600",1973,자양로28가길
 서울특별시 광진구 군자동,다가구,143.31,89,1~10,"50,000",1994,동일로34길
 서울특별시 광진구 군자동,다가구,149.19,139,21~30,"77,000",1974,동일로34길
 서울특별시 광진구 군자동,다가구,316.59,185,11~20,"85,000",1993,면목로1길
 서울특별시 광진구 자양동,다가구,139.98,116.7,21~30,"59,900",1974,동일로20길
 서울특별시 광진구 자양동,다가구,137.85,147.3,11~20,"66,750",1979,뚝섬로57가길
 서울특별시 광진구 자양동,다가구,456.58,200.8,21~30,"134,000",1997,뚝섬로48길
 서울특별시 광진구 자양동,단독,145.78,94.8,1~10,"78,040",1981,자양강변길
 서울특별시 광진구 자양동,단독,74.77,104.5,11~20,"59,000",1976,아차산로44가길
 서울특별시 광진구 자양동,단독,130.04,119.3,1~10,"71,500",1974,자양번영로11길
 서울특별시 광진구 자양동,단독,212.77,133.1,1~10,"79,000",1990,뚝섬로52마길
 서울특별시 광진구 중곡동,다가구,145.04,83.3,11~20,"33,000",1995,긴고랑로7길
 서울특별시 광진구 중곡동,다가구,145.04,83.3,11~20,"33,000",1995,긴고랑로7길
 서울특별시 광진구 중곡동,다가구,165.82,99.8,1~10,"40,500",1992,용마산로
 서울특별시 광진구 중곡동,다가구,199.32,113.1,1~10,"58,300",1991,동일로76나길
 서울특별시 광진구 중곡동,다가구,257.76,113.7,11~20,"51,300",1995,영화사로9길
 서울특별시 광진구 중곡동,다가구,450.45,165.3,1~10,"121,000",1989,면목로11길
 서울특별시 광진구 중곡동,다가구,439.6,183.5,1~10,"120,000",2010,긴고랑로
 서울특별시 광진구 중곡동,단독,130.68,96.5,21~30,"45,000",1989,능동로53길
 서울특별시 광진구 중곡동,단독,186.98,125,1~10,"50,750",1992,자양로45길
 서울특별시 광진구 중곡동,단독,249.69,225,11~20,"89,800",1990,용마산로8다길
 서울특별시 구로구 가리봉동,다가구,151.54,96,1~10,"35,000",1995,구로동로7길
 서울특별시 구로구 가리봉동,다가구,190.57,100.53,1~10,"47,000",1969,남부순환로105나길
 서울특별시 구로구 개봉동,다가구,198.93,126,11~20,"38,000",1994,개봉로1다길
 서울특별시 구로구 개봉동,단독,199.08,119,1~10,"40,300",1991,개봉로3가길
 서울특별시 구로구 개봉동,단독,163.4,132,11~20,"62,500",1976,고척로32길
 서울특별시 구로구 개봉동,단독,166.94,139,1~10,"42,840",1977,경인로35길
 서울특별시 구로구 개봉동,단독,247.41,205,1~10,"56,000",1990,고척로
 서울특별시 구로구 개봉동,단독,247.41,205,1~10,"56,000",1990,고척로
 서울특별시 구로구 고척동,다가구,176.16,112,11~20,"31,000",1997,고척로33다길
 서울특별시 구로구 고척동,다가구,275.78,202,11~20,"53,250",1985,경인로35나길
 서울특별시 구로구 고척동,단독,77.46,56,1~10,"22,500",1996,고척로60길
 서울특별시 구로구 고척동,단독,159.12,129,1~10,"36,000",1983,고척로33나길
 서울특별시 구로구 고척동,단독,176.73,197,21~30,"45,000",1975,고척로27나길
 서울특별시 구로구 구로동,다가구,144.36,83,1~10,"29,500",1991,가마산로9길
 서울특별시 구로구 구로동,다가구,253.86,100.2,1~10,"83,700",2007,새말로18길
 서울특별시 구로구 구로동,다가구,214.05,112,11~20,"57,000",2006,구로중앙로7길
 서울특별시 구로구 구로동,다가구,140.85,116,21~30,"43,000",1989,구로중앙로32가길
 서울특별시 구로구 구로동,다가구,197.1,126,1~10,"47,000",1991,구로동로17길
 서울특별시 구로구 구로동,단독,32.86,63,11~20,"14,400",1995,구로동로19길
 서울특별시 구로구 구로동,단독,102.36,73,11~20,"26,500",1991,벚꽃로76길
 서울특별시 구로구 구로동,단독,52.23,76,1~10,"29,000",1971,새말로
 서울특별시 구로구 구로동,단독,188.64,142,1~10,"70,250",1983,구로동로49길
 서울특별시 구로구 구로동,단독,283.53,208.5,21~30,"100,800",1986,가마산로27길
 서울특별시 구로구 궁동,다가구,199.53,139,1~10,"44,000",1991,경인로9길
 서울특별시 구로구 궁동,다가구,199.53,139,1~10,"44,000",1991,경인로9길
 서울특별시 구로구 오류동,다가구,157.7,177,1~10,"57,245",1978,경인로15가길
 서울특별시 구로구 오류동,다가구,177.51,233,1~10,"66,500",1980,경인로13길
 서울특별시 구로구 오류동,다가구,228.76,307,1~10,"124,360",1978,경인로15가길
 서울특별시 구로구 오류동,단독,64.79,165,21~30,"52,500",1968,서해안로
 서울특별시 구로구 오류동,단독,212.98,165,1~10,"40,500",1999,경인로15길
 서울특별시 구로구 오류동,단독,152.25,198,11~20,"47,000",1979,고척로3길
 서울특별시 금천구 가산동,단독,156.36,190.1,1~10,"66,000",1978,시흥대로149길
 서울특별시 금천구 독산동,다가구,231.79,134.2,11~20,"56,000",1995,독산로47길
 서울특별시 금천구 독산동,다가구,237.96,159,11~20,"57,300",1990,시흥대로86길
 서울특별시 금천구 독산동,다가구,245.43,165.3,11~20,"55,000",1986,독산로82길
 서울특별시 금천구 독산동,다가구,326.16,206.5,1~10,"75,500",1993,금하로1나길
 서울특별시 금천구 독산동,단독,173.43,116.4,11~20,"41,000",1990,범안로17길
 서울특별시 금천구 독산동,단독,178.02,119,1~10,"31,500",1990,독산로58가길
 서울특별시 금천구 독산동,단독,79.9,119.8,1~10,"30,800",1975,시흥대로104나길
 서울특별시 금천구 독산동,단독,141.59,123,1~10,"40,700",1978,독산로96길
 서울특별시 금천구 독산동,단독,193.32,129,1~10,"38,000",1988,독산로68가길
 서울특별시 금천구 독산동,단독,198.54,132.7,1~10,"47,700",1991,시흥대로94길
 서울특별시 금천구 독산동,단독,200.16,134.2,11~20,"50,000",1988,독산로
 서울특별시 금천구 독산동,단독,194.83,136.2,1~10,"43,000",1985,시흥대로136길
 서울특별시 금천구 독산동,단독,151.08,136.75,1~10,"45,800",1982,시흥대로148길
 서울특별시 금천구 독산동,단독,142.81,140.9,11~20,"55,300",1978,시흥대로94길
 서울특별시 금천구 독산동,단독,238.05,144.8,1~10,"51,300",1992,독산로70라길
 서울특별시 금천구 독산동,단독,229.56,167.6,11~20,"25,800",1986,독산로77길
 서울특별시 금천구 독산동,단독,161.98,187,1~10,"90,000",1978,독산로52길
 서울특별시 금천구 시흥동,다가구,145.98,97.4,21~30,"30,200",1991,금하로
 서울특별시 금천구 시흥동,다가구,178.38,103.5,11~20,"37,000",1994,독산로8다길
 서울특별시 금천구 시흥동,다가구,143.79,118.6,1~10,"46,350",1982,독산로33길
 서울특별시 금천구 시흥동,다가구,160.99,137.7,1~10,"53,000",1977,독산로44다길
 서울특별시 금천구 시흥동,다가구,236.61,154.2,1~10,"59,120",1984,시흥대로70길
 서울특별시 금천구 시흥동,단독,171.21,116,11~20,"30,000",1983,금하로23라길
 서울특별시 금천구 시흥동,단독,206.1,137.5,11~20,"70,000",1990,독산로5길
 서울특별시 금천구 시흥동,단독,218.62,142,11~20,"38,700",1983,독산로50길
 서울특별시 금천구 시흥동,단독,214.83,144.3,11~20,"61,200",1986,독산로5길
 서울특별시 금천구 시흥동,단독,146.44,145,11~20,"40,920",1978,독산로50길
 서울특별시 금천구 시흥동,단독,220.86,149,1~10,"48,600",1986,독산로50길
 서울특별시 금천구 시흥동,단독,220.86,149,1~10,"54,000",1985,독산로50길
 서울특별시 금천구 시흥동,단독,223.47,149,11~20,"41,850",1989,독산로50라길
 서울특별시 금천구 시흥동,단독,172.8,188,1~10,"57,600",1983,독산로50길
 서울특별시 금천구 시흥동,단독,472.68,216,11~20,"109,000",1986,독산로
 서울특별시 노원구 상계동,다가구,306.71,112,11~20,"47,500",1994,상계로18길
 서울특별시 노원구 상계동,다가구,282.8,169,1~10,"56,000",1997,동일로241다길
 서울특별시 노원구 상계동,다가구,385.17,198,1~10,"79,000",1996,동일로231가길
 서울특별시 노원구 상계동,단독,154.31,99,11~20,"30,000",1982,상계로21길
 서울특별시 노원구 월계동,다가구,428.32,169,1~10,"80,000",1997,초안산로2길
 서울특별시 노원구 월계동,단독,76.13,102,1~10,"31,000",1975,화랑로43가길
 서울특별시 노원구 월계동,단독,64.56,136,1~10,"37,000",1977,화랑로43다길
 서울특별시 도봉구 도봉동,다가구,235.39,134.8,1~10,"52,000",2003,도봉로177가길
 서울특별시 도봉구 도봉동,단독,67.27,139.3,21~30,"52,000",1972,도당로29길
 서울특별시 도봉구 방학동,다가구,164.98,104.7,11~20,"40,000",1993,도봉로145길
 서울특별시 도봉구 방학동,다가구,174.33,116.4,11~20,"49,000",1990,도봉로151길
 서울특별시 도봉구 방학동,다가구,184.14,122.7,11~20,"37,450",1993,도당로13라길
 서울특별시 도봉구 방학동,다가구,194.22,127.3,11~20,"40,425",1990,도봉로151길
 서울특별시 도봉구 방학동,다가구,332.28,140.4,1~10,"79,000",1993,도당로15길
 서울특별시 도봉구 방학동,다가구,276.12,153.7,1~10,"50,400",1996,시루봉로22길
 서울특별시 도봉구 방학동,단독,57.59,103.3,11~20,"38,000",1973,도봉로145길
 서울특별시 도봉구 방학동,단독,57.59,107.3,11~20,"35,000",1973,도봉로145길
 서울특별시 도봉구 방학동,단독,159,136.5,21~30,"59,000",1973,방학로2길
 서울특별시 도봉구 방학동,단독,494.74,218,21~30,"89,900",1994,도당로15길
 서울특별시 도봉구 방학동,단독,190.94,230.1,1~10,"78,000",1983,시루봉로15다길
 서울특별시 도봉구 쌍문동,다가구,172.78,108.4,1~10,"41,000",1995,노해로48길
 서울특별시 도봉구 쌍문동,단독,32.99,55.99,11~20,"9,960",1983,노해로
 서울특별시 도봉구 쌍문동,단독,61.85,104.1,1~10,"17,500",1976,노해로
 서울특별시 도봉구 쌍문동,단독,80.63,109.1,1~10,"45,000",1976,노해로60길
 서울특별시 도봉구 쌍문동,단독,80.63,109.1,1~10,"45,000",1976,노해로60길
 서울특별시 도봉구 쌍문동,단독,248.64,169.1,1~10,"82,000",1985,도봉로129길
 서울특별시 도봉구 창동,다가구,192.89,90.7,11~20,"25,500",1992,우이천로22길
 서울특별시 도봉구 창동,다가구,179.28,99.8,21~30,"39,000",1993,도봉로110길
 서울특별시 도봉구 창동,단독,46.88,94.2,21~30,"35,000",1972,도봉로104길
 서울특별시 도봉구 창동,단독,53.49,96,11~20,"24,700",1974,우이천로12길
 서울특별시 도봉구 창동,단독,50.74,106.4,1~10,"39,500",1972,도봉로104길
 서울특별시 도봉구 창동,단독,84.16,116.6,1~10,"44,400",1979,도봉로110바길
 서울특별시 도봉구 창동,단독,248.34,191,1~10,"78,000",1985,노해로63나길
 서울특별시 동대문구 답십리동,다가구,149.18,101.8,1~10,"45,800",1980,천호대로67길
 서울특별시 동대문구 답십리동,단독,158.64,109,1~10,"43,800",1980,황물로15다길
 서울특별시 동대문구 답십리동,단독,87.44,121,1~10,"37,000",1980,황물로1길
 서울특별시 동대문구 신설동,단독,108.3,78.3,1~10,"21,000",1980,하정로4길
 서울특별시 동대문구 용두동,단독,25.11,39,11~20,"11,900",1980,답십리로6길
 서울특별시 동대문구 용두동,단독,19.83,56,1~10,"24,500",1980,한빛로3길
 서울특별시 동대문구 용두동,단독,43.8,65,21~30,"30,000",1980,무학로43길
 서울특별시 동대문구 용두동,단독,53.72,99,11~20,"33,000",1961,안암로6가길
 서울특별시 동대문구 용두동,단독,223.14,126.3,21~30,"39,000",1977,왕산로32길
 서울특별시 동대문구 용두동,단독,150.41,135.5,1~10,"60,750",1980,천호대로33길
 서울특별시 동대문구 이문동,다가구,115.45,73,1~10,"26,000",1993,신이문로18길
