시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 논현동,다가구,365.58,176.7,1~10,"160,000",1990,강남대로120길
 서울특별시 강남구 논현동,다가구,574.54,213.2,21~28,"205,000",1996,도산대로4길
 서울특별시 강남구 논현동,다가구,492.79,225.2,11~20,"210,000",1991,언주로147길
 서울특별시 강남구 역삼동,다가구,284.68,171.8,1~10,"160,000",2011,역삼로12길
 서울특별시 강남구 일원동,다가구,359.77,229.8,11~20,"158,000",1996,광평로5길
 서울특별시 강남구 일원동,단독,249.91,194.4,1~10,"110,000",1987,
 서울특별시 강동구 고덕동,단독,164.97,222.1,21~28,"96,500",1986,
 서울특별시 강동구 길동,다가구,475.22,206.6,21~28,"120,000",1995,양재대로112길
 서울특별시 강동구 길동,단독,171.03,115,21~28,"48,600",1987,명일로27길
 서울특별시 강동구 둔촌동,단독,493.17,179.8,21~28,"138,000",1994,명일로13길
 서울특별시 강동구 명일동,단독,174.52,178.5,21~28,"69,500",1983,양재대로128길
 서울특별시 강동구 성내동,다가구,226.29,119,1~10,"54,000",1987,천호옛10길
 서울특별시 강동구 성내동,다가구,281.54,169,1~10,"72,900",1994,천호옛길
 서울특별시 강동구 성내동,단독,191.26,129,1~10,"47,000",1987,풍성로37가길
 서울특별시 강동구 성내동,단독,230.26,175,11~20,"79,500",1976,천호옛8길
 서울특별시 강동구 성내동,단독,494.65,200,21~28,"130,000",1993,천호대로170길
 서울특별시 강동구 암사동,다가구,377.85,177.8,11~20,"98,000",1997,상암로21길
 서울특별시 강동구 천호동,단독,28.56,132,21~28,"93,000",1993,구천면로
 서울특별시 강동구 천호동,단독,208.86,136.2,21~28,"70,000",1986,상암로4길
 서울특별시 강동구 천호동,단독,194.85,137,21~28,"62,160",1986,상암로4길
 서울특별시 강동구 천호동,단독,208.21,139,1~10,"67,200",1990,구천면로14길
 서울특별시 강동구 천호동,단독,495.63,228,1~10,"170,000",2004,올림픽로78길
 서울특별시 강북구 미아동,다가구,141.73,92.2,1~10,"44,600",1993,도봉로23길
 서울특별시 강북구 미아동,다가구,147.93,92.2,1~10,"38,220",1993,
 서울특별시 강북구 미아동,다가구,174.68,102,21~28,"38,700",1991,월계로13길
 서울특별시 강북구 미아동,다가구,181.31,108.8,21~28,"39,300",1993,도봉로45길
 서울특별시 강북구 미아동,다가구,180.48,112,21~28,"43,370",1991,삼양로54가길
 서울특별시 강북구 미아동,다가구,182.94,116,11~20,"56,000",1991,오패산로31길
 서울특별시 강북구 미아동,다가구,199.86,118,21~28,"39,000",2000,오패산로60길
 서울특별시 강북구 미아동,다가구,208.02,132,11~20,"40,000",1992,삼양로44길
 서울특별시 강북구 미아동,단독,49.29,78.3,1~10,"20,000",1971,
 서울특별시 강북구 미아동,단독,66.85,92.2,1~10,"32,800",1967,
 서울특별시 강북구 미아동,단독,59.4,93,11~20,"21,600",1960,오패산로30가길
