시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 논현동,단독,357.5,168.4,11~20,"140,000",1996,논현로124길
 서울특별시 강남구 논현동,단독,343.14,214.9,21~31,"140,000",1990,논현로123길
 서울특별시 강남구 논현동,단독,295.2,271.7,11~20,"180,000",1988,학동로26길
 서울특별시 강남구 대치동,단독,159.91,249.4,1~10,"125,000",1978,역삼로70길
 서울특별시 강남구 삼성동,다가구,419.83,237.8,21~31,"175,000",1995,봉은사로74길
 서울특별시 강남구 삼성동,단독,336.76,169.8,1~10,"159,000",1992,봉은사로74길
 서울특별시 강남구 삼성동,단독,562.62,240,1~10,"214,000",1997,삼성로115길
 서울특별시 강남구 삼성동,단독,600.12,292.3,21~31,"214,000",1997,삼성로115길
 서울특별시 강남구 세곡동,단독,130.81,272,21~31,"126,000",1982,밤고개로34길
 서울특별시 강남구 역삼동,단독,419.62,210.3,21~31,"167,000",1996,언주로79길
 서울특별시 강남구 역삼동,단독,477.96,221,1~10,"240,000",1992,논현로104길
 서울특별시 강남구 역삼동,단독,275.37,229.2,21~31,"138,000",1984,봉은사로34길
 서울특별시 강남구 역삼동,단독,593.22,321.5,11~20,"274,000",1994,테헤란로32길
 서울특별시 강남구 역삼동,단독,658.85,332.3,21~31,"264,000",1997,역삼로38길
 서울특별시 강남구 일원동,단독,132.78,58.98,21~31,"35,000",1996,광평로5길
 서울특별시 강남구 일원동,단독,249.93,198.1,1~10,"109,000",1987,개포로124길
 서울특별시 강남구 자곡동,단독,199.82,320,11~20,"155,000",1994,자곡로7길
 서울특별시 강남구 자곡동,단독,102.79,350,21~31,"175,000",1977,밤고개로14길
 서울특별시 강남구 청담동,단독,418.02,178.7,11~20,"228,000",1995,압구정로77길
 서울특별시 강남구 청담동,단독,251.96,247.1,21~31,"230,800",1988,도산대로70길
 서울특별시 강동구 고덕동,단독,247.14,219.2,1~10,"90,000",1987,상일로15길
 서울특별시 강동구 길동,단독,131.88,99.2,11~20,"34,500",1986,천중로50길
 서울특별시 강동구 길동,단독,395.74,258.8,21~31,"133,000",1981,양재대로110길
