시군구,주택유형,연면적(m2),대지면적(m2),계약일,거래금액(만원),건축년도,도로명
 서울특별시 강남구 논현동,단독,227.52,171.9,21~31,"145,000",1985,논현로123길
 서울특별시 강남구 논현동,단독,129.26,195.3,11~20,"140,000",1977,논현로124길
 서울특별시 강남구 논현동,단독,230.54,215.3,1~10,"164,000",1993,논현로121길
 서울특별시 강남구 삼성동,단독,586.46,279.5,11~20,"145,000",1999,봉은사로57길
 서울특별시 강남구 삼성동,단독,225.02,443.1,21~31,"178,300",1976,봉은사로82길
 서울특별시 강남구 신사동,단독,115.96,173.7,1~10,"156,600",1976,도산대로37길
 서울특별시 강남구 역삼동,단독,162.58,207.4,1~10,"137,000",1978,역삼로10길
 서울특별시 강남구 청담동,다가구,402.96,216.3,1~10,"176,000",1997,도산대로66길
 서울특별시 강남구 청담동,단독,418.02,178.7,1~10,"240,000",1995,압구정로77길
 서울특별시 강남구 청담동,단독,199.13,185.5,11~20,"182,000",1983,도산대로99길
 서울특별시 강동구 길동,단독,184.77,165.4,11~20,"63,650",1982,천중로54길
 서울특별시 강동구 둔촌동,단독,174.69,113.2,21~31,"46,000",1987,양재대로100길
 서울특별시 강동구 성내동,단독,140.1,95,11~20,"37,700",1989,천호대로162가길
 서울특별시 강동구 성내동,단독,298.04,150.4,11~20,"89,000",1994,천호대로168길
 서울특별시 강동구 성내동,단독,202.84,186,21~31,"94,000",1983,천호대로176길
 서울특별시 강동구 암사동,단독,191.78,135.5,21~31,"50,500",1983,상암로
 서울특별시 강동구 암사동,단독,204.93,149,21~31,"62,100",1984,고덕로20마길
 서울특별시 강동구 암사동,단독,188.97,176.9,21~31,"67,700",1983,상암로5길
 서울특별시 강동구 암사동,단독,403.32,226.4,1~10,"104,000",1978,상암로4가길
 서울특별시 강동구 천호동,다가구,181.91,115.7,21~31,"52,500",1987,천중로
 서울특별시 강동구 천호동,다가구,466.74,190.8,11~20,"93,500",1988,
 서울특별시 강동구 천호동,단독,71.4,83,1~10,"40,000",2002,올림픽로80길
 서울특별시 강동구 천호동,단독,160.56,122,1~10,"51,300",1988,성안로31길
 서울특별시 강북구 미아동,단독,74.48,60,21~31,"17,000",1980,솔매로7가길
 서울특별시 강북구 미아동,단독,70.64,146.8,11~20,"62,000",1971,도봉로36길
 서울특별시 강북구 번동,다가구,312.72,143.5,11~20,"55,000",2004,도봉로96길
 서울특별시 강북구 번동,단독,215.91,124,11~20,"44,000",1988,덕릉로
 서울특별시 강북구 번동,단독,78.45,124.6,1~10,"27,500",1974,한천로120길
 서울특별시 강북구 번동,단독,83.5,274,11~20,"24,000",1995,
 서울특별시 강북구 수유동,다가구,140.24,84.3,1~10,"34,000",1994,삼양로76길
 서울특별시 강북구 수유동,다가구,350.61,149,11~20,"68,500",1991,인수봉로
 서울특별시 강북구 수유동,다가구,299.92,166,1~10,"53,000",1997,노해로33다길
 서울특별시 강북구 수유동,단독,49.85,89,1~10,"23,000",1967,삼양로139길
 서울특별시 강북구 수유동,단독,56.2,102,21~31,"21,000",1971,
 서울특별시 강북구 수유동,단독,149.07,106,21~31,"29,300",1992,인수봉로60길
 서울특별시 강북구 수유동,단독,177.68,111.7,21~31,"45,000",1986,삼양로74다길
 서울특별시 강북구 수유동,단독,98.9,126,21~31,"29,500",1979,삼양로77길
 서울특별시 강북구 수유동,단독,72.1,132,21~31,"37,600",1969,인수봉로80길
 서울특별시 강북구 수유동,단독,161.75,158.1,11~20,"70,750",1978,수유로
 서울특별시 강북구 수유동,단독,229.8,182,1~10,"51,500",1986,삼양로119길
 서울특별시 강북구 수유동,단독,223.24,224,11~20,"75,000",1978,인수봉로84길
 서울특별시 강북구 우이동,다가구,313.27,344,21~31,"80,000",1998,삼양로173가길
 서울특별시 강북구 우이동,단독,191.08,241,1~10,"60,000",1968,삼양로163길
 서울특별시 강서구 공항동,단독,315.18,175.9,1~10,"75,500",1987,
 서울특별시 강서구 공항동,단독,52.51,182,21~31,"30,000",2000,남부순환로7길
 서울특별시 강서구 방화동,단독,240.3,158,11~20,"65,000",1998,초원로
 서울특별시 강서구 화곡동,다가구,182.93,109,1~10,"34,039",1993,초록마을로28길
 서울특별시 강서구 화곡동,다가구,219.79,116.7,21~31,"45,890",1990,강서로5나길
 서울특별시 강서구 화곡동,다가구,184.59,123.3,21~31,"43,000",1990,곰달래로52길
 서울특별시 강서구 화곡동,다가구,168.73,127.6,21~31,"39,258",1993,강서로5라길
 서울특별시 강서구 화곡동,다가구,332.62,160.9,11~20,"70,000",1991,화곡로20길
 서울특별시 강서구 화곡동,다가구,249.8,161,1~10,"59,271",1999,우현로
 서울특별시 강서구 화곡동,다가구,267.98,163.3,21~31,"60,000",1998,곰달래로31다길
 서울특별시 강서구 화곡동,단독,192.24,116.7,21~31,"42,650",1993,화곡로18길
 서울특별시 강서구 화곡동,단독,140.12,120,21~31,"43,000",1984,
 서울특별시 강서구 화곡동,단독,199.12,132.3,11~20,"49,100",1991,화곡로13길
 서울특별시 강서구 화곡동,단독,65.45,133.8,11~20,"46,000",1969,강서로18나길
 서울특별시 강서구 화곡동,단독,202.05,145.4,1~10,"35,200",1990,곰달래로35길
 서울특별시 강서구 화곡동,단독,259.86,146,11~20,"54,387",1991,초록마을로30길
 서울특별시 강서구 화곡동,단독,71.17,147.6,11~20,"36,000",1976,곰달래로35길
 서울특별시 강서구 화곡동,단독,213.48,148.8,11~20,"63,000",1989,강서로16길
 서울특별시 강서구 화곡동,단독,100.82,195.8,21~31,"60,500",1978,등촌로13바길
 서울특별시 강서구 화곡동,단독,313.83,274,11~20,"95,300",1991,까치산로14길
 서울특별시 강서구 화곡동,단독,866.92,284.8,11~20,"150,000",2005,화곡로53길
 서울특별시 관악구 남현동,다가구,165.16,91.7,1~10,"45,000",1987,남현길
 서울특별시 관악구 남현동,다가구,398.52,168.8,1~10,"125,000",1997,남부순환로262길
 서울특별시 관악구 봉천동,다가구,130.5,86.4,11~20,"49,000",1993,솔밭로
 서울특별시 관악구 봉천동,다가구,265.08,126.3,1~10,"68,500",1991,봉천로33길
 서울특별시 관악구 봉천동,다가구,427.41,237.8,1~10,"120,000",1991,인헌3나길
 서울특별시 관악구 봉천동,단독,117.8,26.13,11~20,"24,000",2007,관악로15길
 서울특별시 관악구 봉천동,단독,116.96,98.8,21~31,"46,000",1975,양녕로6길
 서울특별시 관악구 봉천동,단독,148.5,99,21~31,"36,300",1994,봉천로13길
 서울특별시 관악구 봉천동,단독,234,162,11~20,"51,000",1990,국회단지10길
 서울특별시 관악구 봉천동,단독,275.7,198,21~31,"84,500",1990,행운5길
 서울특별시 관악구 봉천동,단독,358.31,199,11~20,"180,000",2006,관악로
 서울특별시 관악구 신림동,다가구,149.07,99,1~10,"33,000",1993,
 서울특별시 관악구 신림동,다가구,253.76,145,11~20,"65,000",2003,복은2길
 서울특별시 관악구 신림동,다가구,276.68,165.4,11~20,"67,800",2003,미성길
